time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,-0.257,0.5355,0.8373,1.027
0.02,-1.0672,0.6348,1.0764,1.643
0.04,-2.1251,0.2163,0.8796,2.31
0.06,-2.8092,-0.3417,1.1948,3.072
0.08,-2.6942,-0.7922,1.2678,3.081
0.1,-1.5113,-0.6182,0.4816,1.702
0.12,-0.893,0.0746,-0.1718,0.912
0.14,-0.5716,0.6538,-0.4783,0.991
0.16,-1.2376,1.0442,0.4136,1.671
0.18,-1.5463,0.5463,1.4406,2.183
0.2,-0.2769,-0.5114,0.8728,1.049
0.22,0.5115,-1.0701,-0.1659,1.198
0.24,0.1446,-0.9316,-0.4044,1.026
0.26,-0.5764,-0.2997,-0.1014,0.657
0.28,0.43,0.4966,-0.3905,0.764
0.3,0.9701,1.5173,0.4162,1.848
0.32,1.5701,0.9634,-1.5111,2.383
0.34,2.503,-0.2222,-3.8125,4.566
0.36,2.9606,-0.8378,-4.3701,5.345
0.38,2.8452,-0.1174,-1.9778,3.467
0.4,2.164,0.9924,0.0688,2.382
0.42,1.0102,1.0022,0.4304,1.487
0.44,0.1102,0.8631,0.8386,1.208
0.46,0.2207,1.3421,0.9957,1.686
0.48,1.5458,1.4444,1.3133,2.49
0.5,1.8038,-0.1145,-0.1219,1.812
0.52,1.3586,-2.0572,-1.4417,2.856
0.54,0.2953,-1.9691,-1.5088,2.498
0.56,-0.6259,0.0574,-0.2154,0.664
0.58,-1.2696,1.853,0.9603,2.443
0.6,-1.0907,1.7145,0.8885,2.218
0.62,-0.5873,0.2934,0.7356,0.986
0.64,-0.3478,-1.0788,0.453,1.221
0.66,-0.3695,-1.3577,0.1108,1.411
0.68,-0.3026,-0.6799,0.0051,0.744
0.7,-0.068,-0.1103,0.2093,0.246
0.72,0.1615,-0.2465,0.1231,0.319
0.74,0.0326,-0.2891,0.0122,0.291
0.76,-0.748,0.1217,0.3795,0.848
0.78,-1.7383,0.3113,1.0334,2.046
0.8,-2.6451,-0.2676,1.1847,2.911
0.82,-2.8558,-1.0193,0.4928,3.072
0.84,-2.232,-1.0431,0.2456,2.476
0.86,-0.9623,-0.0028,-0.2163,0.986
0.88,0.2257,1.8079,0.2543,1.84
0.9,0.1992,2.4024,0.9726,2.599
0.92,-0.2776,0.7146,0.7158,1.049
0.94,-0.4256,-1.4032,0.4574,1.536
0.96,-0.2302,-1.8184,0.4595,1.89
0.98,-0.1099,-0.2386,1.0748,1.106
1.0,-0.2423,1.2105,0.7655,1.453
1.02,-0.3628,1.4161,-0.0106,1.462
1.04,-0.8496,0.8237,-0.1666,1.195
1.06,-1.148,-0.0983,0.2272,1.174
1.08,-0.4757,-0.8554,0.2072,1.0
1.1,0.5895,-0.636,-0.1935,0.889
1.12,0.5854,0.4593,-0.2005,0.771
1.14,0.2767,1.2408,-0.2898,1.304
1.16,0.4957,1.1759,0.0173,1.276
1.18,0.7242,0.3374,-0.0265,0.799
1.2,0.9782,-0.4289,-0.32,1.115
1.22,0.9347,-0.3687,-0.2049,1.025
1.24,0.4341,0.4215,-0.3699,0.709
1.26,0.1716,1.1122,-0.1115,1.131
1.28,0.3163,0.8188,-0.6794,1.11
1.3,0.5289,-0.2466,-1.9701,2.055
1.32,0.8694,-1.1165,-3.0454,3.358
1.34,0.1906,-1.2496,-1.9058,2.287
1.36,-0.2579,-1.181,-0.0224,1.209
1.38,1.2412,-1.2806,-0.2775,1.805
1.4,3.0773,-0.7281,-1.2573,3.403
1.42,3.2633,0.0993,-0.8695,3.379
1.44,2.1559,0.4692,0.3613,2.236
1.46,0.9964,0.429,0.9202,1.423
1.48,0.1623,-0.0781,0.7011,0.724
1.5,0.1076,-0.7972,-0.2784,0.851
1.52,-0.0568,-0.5424,-0.3894,0.67
1.54,-0.7213,0.1634,-0.038,0.741
1.56,-1.2607,0.4137,0.1132,1.332
1.58,-1.2469,0.3858,0.3526,1.352
1.6,-0.9487,0.1746,0.3636,1.031
1.62,-0.7116,-0.0993,0.2727,0.768
1.64,-0.4839,-0.2211,0.1488,0.552
1.66,-0.214,-0.09,0.0977,0.252
1.68,0.0729,0.1413,0.1001,0.188
1.7,0.2784,0.4389,0.4254,0.672
1.72,-0.0333,0.6514,0.5966,0.884
1.74,-0.7543,0.6479,0.7775,1.262
1.76,-1.1078,0.4506,0.9593,1.533
1.78,-1.2491,0.1329,0.904,1.548
1.8,-1.3716,-0.2284,0.698,1.556
1.82,-0.8689,-0.4039,0.3672,1.026
1.84,-0.4954,-0.3089,0.3017,0.657
1.86,-0.5988,0.0396,0.7339,0.948
1.88,-0.4367,0.0523,0.5016,0.667
1.9,-0.5147,0.191,0.5025,0.744
1.92,-0.138,0.1321,0.3625,0.41
1.94,-0.0999,-0.0286,-0.0956,0.141
1.96,-0.5122,-0.0456,-0.2161,0.558
