time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,1.3716,3.9753,-0.906,4.302
0.02,1.072,3.6338,-0.7582,3.864
0.04,1.3976,1.0488,-0.974,2.0
0.06,1.1146,-1.2589,-0.8219,1.872
0.08,0.5555,-1.9335,-0.1188,2.015
0.1,-0.1138,-1.4505,0.4911,1.536
0.12,-0.4162,-0.4325,0.4482,0.749
0.14,-0.4707,0.621,0.5465,0.952
0.16,-0.8275,0.9599,0.4281,1.338
0.18,-0.972,0.8003,0.2085,1.276
0.2,-0.6649,0.2576,0.3184,0.781
0.22,-0.2464,-0.3601,0.3247,0.544
0.24,0.0078,-0.888,0.2967,0.936
0.26,0.1145,-0.5329,0.6015,0.812
0.28,-0.3063,-0.0429,0.8774,0.93
0.3,-0.8597,-0.1194,0.7308,1.135
0.32,-1.4115,-0.074,0.8046,1.626
0.34,-2.1884,-0.156,1.0728,2.442
0.36,-3.1781,-0.4747,0.7665,3.303
0.38,-4.0475,-0.7595,0.4356,4.141
0.4,-4.3093,0.133,0.838,4.392
0.42,-4.1766,1.4946,1.0168,4.551
0.44,-3.0266,1.403,1.0724,3.504
0.46,-2.0095,0.0856,0.1899,2.02
0.48,-1.0574,-0.8124,-0.4508,1.408
0.5,-0.2984,-0.0783,0.1306,0.335
0.52,0.0806,0.4111,0.4694,0.629
0.54,-0.0533,-0.368,0.0227,0.373
0.56,-0.0438,-0.7567,-0.9797,1.239
0.58,0.351,-0.7595,-1.3482,1.587
0.6,0.6778,-0.7385,-2.4713,2.667
0.62,2.1584,-0.382,-3.1753,3.858
0.64,2.912,-0.6233,-3.1467,4.332
0.66,4.7474,-1.9349,-1.7018,5.402
0.68,6.3908,-2.5983,-0.3856,6.91
0.7,5.3072,-2.8304,0.6055,6.045
0.72,3.135,-2.6536,1.9919,4.565
0.74,1.5756,-2.2489,1.7794,3.272
0.76,0.5431,-0.4037,-0.1537,0.694
0.78,1.2205,1.787,-1.3917,2.573
0.8,1.8347,3.063,-2.0166,4.101
0.82,1.4461,2.8489,-2.0677,3.806
0.84,0.8195,1.1049,-0.7118,1.549
0.86,-0.1166,-0.4936,0.5615,0.757
0.88,-1.0222,-1.2787,0.9329,1.884
0.9,-1.6467,-1.5503,1.3353,2.626
0.92,-1.8919,-1.362,1.3136,2.676
0.94,-2.0821,-0.6842,0.7462,2.315
0.96,-2.0278,0.2358,0.2627,2.058
0.98,-1.6345,0.7473,0.039,1.798
1.0,-1.3137,0.8659,-0.2252,1.589
1.02,-1.5021,0.8805,0.0594,1.742
1.04,-2.0666,0.4376,0.304,2.134
1.06,-2.4607,0.1379,0.5179,2.518
1.08,-2.719,0.0899,1.0254,2.907
1.1,-3.0619,-0.2325,1.4285,3.387
1.12,-3.5236,-0.6849,0.8914,3.699
1.14,-2.945,-0.8471,0.4845,3.102
1.16,-1.5925,-0.6397,0.0285,1.716
1.18,-0.4952,-0.0634,-0.0025,0.499
1.2,-0.0235,0.4783,-0.2005,0.519
1.22,1.1255,0.5052,-0.963,1.565
1.24,1.2368,0.5361,-1.5002,2.017
1.26,0.3554,0.5636,-1.4157,1.565
1.28,0.9519,-0.5403,-1.3085,1.706
1.3,1.9066,-1.4991,-1.451,2.826
1.32,3.9743,-0.9554,-1.2498,4.274
1.34,5.2685,1.0544,-1.0101,5.467
1.36,4.9121,3.5512,-0.9468,6.135
1.38,2.5348,3.6561,-0.9618,4.552
1.4,1.5133,1.5136,-0.1398,2.145
1.42,2.2308,0.2488,0.3564,2.273
1.44,2.4278,0.1021,-0.5122,2.483
1.46,2.386,0.0011,-1.1816,2.663
1.48,1.9799,0.0202,-1.1064,2.268
1.5,1.4122,0.1742,-0.6127,1.549
1.52,0.1968,0.254,0.0635,0.328
1.54,-1.412,0.1637,0.7004,1.585
1.56,-2.6969,-0.1772,1.1661,2.943
1.58,-3.2973,-0.6375,1.0093,3.507
1.6,-3.2055,-0.8792,0.8443,3.429
1.62,-2.9657,-0.8883,0.5105,3.138
1.64,-3.2404,-0.5811,0.2175,3.299
1.66,-4.2546,-0.0076,0.5971,4.296
1.68,-5.6735,0.2141,1.464,5.863
1.7,-6.0753,0.2989,2.5483,6.595
1.72,-4.4681,-0.0001,3.3507,5.585
1.74,-2.0135,-0.7608,1.4116,2.574
1.76,-0.2622,-1.293,-0.1802,1.332
1.78,0.6196,-1.7073,-1.4176,2.304
1.8,1.0493,-0.8594,-0.1608,1.366
1.82,1.2796,0.4525,1.0589,1.721
1.84,1.5503,1.0195,-0.1963,1.866
1.86,1.8845,1.0098,-2.1846,3.057
1.88,1.7567,0.3721,-1.8236,2.559
1.9,1.6264,-1.3649,-0.9946,2.345
1.92,1.594,-1.7789,-0.7907,2.516
1.94,1.4235,-1.556,0.1826,2.117
1.96,1.7853,-2.3633,0.5574,3.014
1.98,2.0232,-2.4574,0.0241,3.183
2.0,4.6082,-2.2265,-0.2407,5.124
2.02,6.8882,0.2718,-1.9752,7.171
2.04,5.5026,1.716,-1.458,5.946
2.06,3.4281,1.1618,-0.6888,3.685
2.08,1.5716,0.4657,0.7039,1.784
2.1,-0.5665,0.0443,0.8225,1.0
2.12,-2.3004,0.0244,0.303,2.32
2.14,-2.4506,-0.5002,0.0461,2.502
2.16,-1.7479,-0.7071,-0.3746,1.922
2.18,-1.1346,-0.473,-0.6293,1.381
2.2,-0.6985,-0.0187,-0.3823,0.797
2.22,-0.6242,0.6262,0.3476,0.95
2.24,-0.8928,0.9134,0.5533,1.392
2.26,-0.9391,0.1374,-0.2002,0.97
2.28,-0.3257,-0.5609,-0.3894,0.757
2.3,-0.193,-0.7523,0.069,0.78
2.32,-0.7302,-0.8553,0.6347,1.291
2.34,-1.5271,-0.6187,0.8443,1.851
2.36,-2.5762,-0.1471,0.6478,2.661
2.38,-3.3888,0.116,0.8611,3.498
2.4,-3.5473,-0.0187,0.8122,3.639
2.42,-3.3226,-0.325,0.6722,3.405
2.44,-2.6314,-0.3781,0.7775,2.77
2.46,-1.7897,-0.1089,0.7283,1.935
2.48,-1.1896,0.5298,0.7836,1.52
2.5,-0.5614,1.0568,0.753,1.414
2.52,-0.3588,0.903,0.41,1.055
2.54,-0.3693,0.4131,-0.6902,0.885
2.56,-0.0987,0.3897,-0.576,0.702
2.58,0.6428,-0.3257,-0.4452,0.847
2.6,1.3738,-1.7538,-0.5907,2.305
2.62,1.5379,-1.2057,-1.1817,2.284
2.64,2.1583,1.1132,-1.3102,2.759
2.66,2.4646,2.2346,-0.7103,3.402
2.68,1.7123,1.5385,-0.8431,2.452
2.7,0.5438,1.6064,-0.8749,1.908
2.72,1.895,2.538,0.1253,3.17
2.74,3.4456,0.3912,-0.7666,3.551
2.76,5.424,-2.1288,-1.9146,6.133
2.78,4.5572,-1.4659,-0.4088,4.805
2.8,2.3018,0.6278,0.2946,2.404
2.82,0.9134,1.5945,0.1096,1.841
2.84,0.0021,1.2364,-0.1123,1.242
2.86,-0.2478,0.5603,0.1145,0.623
2.88,-0.81,-0.173,0.5876,1.016
2.9,-1.4853,-0.9595,0.8731,1.972
2.92,-2.0544,-1.5679,0.6941,2.676
2.94,-2.2264,-1.5323,0.5728,2.763
2.96,-2.2941,-0.746,0.4995,2.464
2.98,-2.2344,0.376,0.3661,2.295
3.0,-1.7521,1.075,0.5984,2.141
3.02,-1.437,0.7919,0.4137,1.692
3.04,-1.1304,-0.0152,0.3677,1.189
3.06,-0.9744,-0.5815,0.257,1.163
3.08,-1.4231,-0.8776,-0.0201,1.672
3.1,-2.2934,-0.4528,0.2166,2.348
3.12,-2.8202,0.6246,0.8131,3.001
3.14,-2.6506,1.1941,0.4128,2.936
3.16,-2.2464,1.2083,0.0221,2.551
3.18,-1.1738,0.5408,0.2354,1.314
3.2,-0.7687,0.221,0.2191,0.829
3.22,-0.764,0.3867,0.4582,0.971
3.24,-0.7167,0.1768,0.5903,0.945
3.26,-1.1993,-0.5777,-0.433,1.4
3.28,-0.1964,-1.1105,-1.1966,1.644
3.3,1.7688,-0.7801,-2.0688,2.831
3.32,3.0364,-0.6937,-2.4319,3.952
3.34,1.7693,-1.6804,-1.6866,2.966
3.36,1.4736,-2.849,-1.7543,3.656
3.38,1.4669,-3.489,0.0906,3.786
3.4,3.2497,-3.4401,1.3169,4.912
3.42,5.466,-2.1615,0.7132,5.921
3.44,5.0822,0.6676,0.5273,5.153
3.46,3.7037,2.2487,0.2696,4.341
3.48,2.618,2.8072,-0.0655,3.839
3.5,1.7857,1.9845,-0.3799,2.697
3.52,0.6754,0.5888,-0.1851,0.915
3.54,-0.1727,-0.6914,0.1949,0.739
3.56,-0.4861,-1.4206,-0.154,1.509
3.58,-0.6341,-1.2426,-0.2675,1.42
3.6,-1.252,-0.479,-0.1284,1.347
3.62,-2.2058,0.4897,0.1943,2.268
3.64,-3.0246,0.9641,0.3948,3.199
3.66,-3.354,0.5962,0.7674,3.492
3.68,-3.3843,-0.038,0.9556,3.517
3.7,-3.282,-0.5373,0.3777,3.347
3.72,-2.546,-0.8262,0.1315,2.68
3.74,-2.5062,-0.7367,0.5525,2.67
3.76,-2.76,-0.0356,0.5967,2.824
3.78,-3.0858,0.5834,0.9529,3.282
3.8,-3.7845,0.4321,1.2923,4.022
3.82,-3.6446,-0.4534,1.2447,3.878
3.84,-2.4378,-1.0195,0.6596,2.724
3.86,-1.4327,-0.9452,-0.4367,1.771
3.88,-1.3302,-0.2314,-1.5834,2.081
3.9,-0.3922,0.6352,-2.0275,2.161
3.92,2.2794,2.2528,-1.578,3.572
3.94,2.8207,2.6054,-1.7165,4.206
3.96,3.8086,1.0991,-1.6454,4.292
3.98,5.0236,-0.5582,-0.7058,5.104
4.0,6.6286,-0.3736,0.0405,6.639
4.02,5.9727,1.9746,0.7918,6.34
4.04,3.8521,1.815,0.0754,4.259
4.06,4.5235,1.215,1.0014,4.79
4.08,3.3086,1.8385,0.7959,3.868
4.1,2.1515,1.4517,0.0125,2.595
4.12,1.2598,0.0587,-0.1269,1.267
4.14,0.3887,-0.856,-0.1534,0.953
4.16,-0.4979,-0.8027,-0.0732,0.947
4.18,-1.1732,-0.0278,-0.0309,1.174
4.2,-2.0814,0.6521,0.0558,2.182
4.22,-2.6098,0.5215,0.2867,2.677
4.24,-2.333,-0.2186,0.2751,2.359
4.26,-1.9113,-0.9154,0.5275,2.184
4.28,-2.3008,-1.1192,0.9542,2.731
4.3,-2.7675,-1.2439,0.7754,3.132
4.32,-3.2518,-0.8763,0.2082,3.374
4.34,-3.0326,0.2898,0.6684,3.119
4.36,-2.9682,1.2401,1.4467,3.527
4.38,-2.9678,0.964,0.3573,3.141
4.4,-2.2679,0.2797,0.2251,2.296
4.42,-2.269,-0.2566,1.1864,2.573
4.44,-2.6583,-1.0376,1.6242,3.284
4.46,-1.7595,-1.5029,1.1526,2.585
4.48,-0.7909,-1.3616,0.1862,1.586
4.5,0.873,0.229,-0.9187,1.288
4.52,3.4872,0.7954,-3.7477,5.181
4.54,5.5001,-0.4999,-4.8675,7.362
4.56,5.7341,-2.6229,-3.4401,7.183
4.58,4.2327,-2.1652,-2.2646,5.266
4.6,3.9539,-1.1818,-1.5341,4.403
