time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,-0.0667,0.0005,-0.1113,0.13
0.02,-0.0507,0.0372,-0.0573,0.085
0.04,-0.0341,0.0004,-0.0417,0.054
0.06,0.023,0.012,-0.0437,0.051
0.08,0.0256,-0.0252,-0.0834,0.091
0.1,0.0164,-0.0108,-0.069,0.072
0.12,-0.009,-0.0145,-0.0664,0.069
0.14,-0.0632,-0.008,-0.0739,0.098
0.16,-0.0401,0.0261,-0.1114,0.121
0.18,-0.0119,0.0261,-0.0801,0.085
0.2,0.0153,-0.001,-0.0836,0.085
0.22,0.0279,-0.0356,-0.0883,0.099
0.24,-0.0027,-0.0048,-0.1316,0.132
0.26,-0.0175,-0.0088,-0.1056,0.107
0.28,-0.0376,0.0017,-0.0775,0.086
0.3,-0.028,-0.0021,-0.068,0.074
0.32,0.0176,-0.0136,-0.1102,0.112
0.34,-0.0183,0.0073,-0.0894,0.091
0.36,-0.0019,0.0089,-0.0762,0.077
0.38,-0.029,0.0037,-0.0649,0.071
0.4,-0.0236,-0.0212,-0.0468,0.056
0.42,-0.0288,-0.0017,-0.0608,0.067
0.44,0.0054,-0.0137,-0.09,0.091
0.46,-0.0104,-0.0087,-0.1222,0.123
0.48,0.0055,-0.0092,-0.0918,0.092
0.5,-0.0357,-0.0152,-0.0915,0.099
0.52,-0.0319,-0.003,-0.0734,0.08
0.54,-0.0401,0.004,-0.049,0.063
0.56,-0.0094,-0.0101,-0.0848,0.086
0.58,0.0053,-0.0304,-0.0968,0.102
0.6,-0.0216,-0.0205,-0.0669,0.073
0.62,-0.0171,0.0031,-0.0888,0.09
0.64,-0.0266,-0.0035,-0.0548,0.061
0.66,-0.0003,-0.0308,-0.0753,0.081
0.68,0.0088,0.005,-0.0602,0.061
0.7,-0.0022,0.0132,-0.0388,0.041
0.72,-0.0035,-0.0045,-0.0347,0.035
0.74,-0.0521,0.0515,-0.0509,0.089
0.76,-0.0339,-0.0027,-0.0607,0.07
0.78,-0.0261,0.0084,-0.0173,0.032
0.8,0.0131,-0.0116,0.0347,0.039
0.82,0.0387,-0.0426,-0.1501,0.161
0.84,-0.0629,-0.0283,-0.2337,0.244
0.86,-0.076,-0.0198,-0.1561,0.175
0.88,-0.0892,-0.0047,-0.0385,0.097
0.9,-0.0909,0.024,0.0421,0.103
0.92,-0.0378,0.0094,0.0238,0.046
0.94,-0.0125,-0.0169,-0.063,0.066
0.96,-0.0142,-0.0229,-0.0981,0.102
0.98,-0.0169,-0.0559,-0.1054,0.12
1.0,-0.0694,-0.029,-0.1059,0.13
1.02,-0.0533,-0.001,-0.0659,0.085
1.04,-0.0666,0.0107,-0.0541,0.087
1.06,-0.0443,0.0075,-0.0652,0.079
1.08,-0.0094,-0.0146,-0.0938,0.095
1.1,-0.0494,-0.0131,-0.1,0.112
1.12,-0.0533,-0.0205,-0.0952,0.111
1.14,-0.0994,0.0168,-0.0372,0.107
1.16,-0.0715,0.0247,-0.0387,0.085
1.18,-0.0524,0.0034,-0.049,0.072
1.2,-0.0113,0.0044,-0.094,0.095
1.22,-0.0611,0.0002,-0.0939,0.112
1.24,-0.0527,-0.0001,-0.0837,0.099
1.26,-0.0565,-0.0141,-0.0473,0.075
1.28,-0.0513,-0.0208,-0.0317,0.064
1.3,-0.0099,-0.0309,-0.0942,0.1
1.32,-0.016,-0.0234,-0.094,0.098
1.34,-0.0483,-0.0179,-0.0936,0.107
1.36,-0.0504,-0.0244,-0.0605,0.082
1.38,-0.0556,-0.0041,-0.0786,0.096
1.4,-0.0582,0.0214,-0.0601,0.086
1.42,-0.0501,-0.0242,-0.0222,0.06
1.44,-0.0523,-0.0196,-0.0589,0.081
1.46,-0.0321,0.0019,-0.0852,0.091
1.48,-0.0586,-0.0006,-0.0819,0.101
1.5,-0.0459,0.0164,-0.0833,0.096
1.52,-0.0576,-0.0145,-0.0814,0.101
1.54,-0.081,-0.0093,-0.0788,0.113
1.56,-0.0516,0.0017,-0.0612,0.08
1.58,-0.0221,-0.015,-0.007,0.028
1.6,0.0277,-0.0174,-0.0094,0.034
1.62,-0.0005,-0.0078,-0.0854,0.086
1.64,-0.0806,-0.0346,-0.1251,0.153
1.66,-0.1269,-0.0023,-0.0398,0.133
1.68,-0.1176,0.0235,-0.039,0.126
1.7,-0.0865,0.02,-0.0491,0.101
1.72,-0.0296,-0.0047,-0.0353,0.046
1.74,-0.0187,-0.0369,-0.1054,0.113
1.76,-0.044,0.0089,-0.0965,0.106
1.78,-0.0303,-0.0027,-0.1003,0.105
1.8,-0.0702,-0.0299,-0.0977,0.124
1.82,-0.0559,-0.0297,-0.1128,0.129
1.84,-0.0328,-0.0086,-0.1092,0.114
1.86,-0.0364,-0.036,-0.1076,0.119
1.88,-0.0269,-0.0298,-0.1439,0.149
1.9,-0.0864,-0.0171,-0.1698,0.191
1.92,-0.081,-0.0017,-0.1372,0.159
1.94,-0.0753,-0.0067,-0.0873,0.116
1.96,-0.035,0.0015,-0.0686,0.077
1.98,-0.0346,0.0125,-0.0433,0.057
2.0,-0.0522,0.0158,-0.0656,0.085
2.02,-0.0651,0.0068,-0.1033,0.122
2.04,-0.0029,0.0086,-0.0787,0.079
2.06,0.0302,0.0111,-0.0479,0.058
2.08,0.0039,-0.0052,-0.0366,0.037
2.1,-0.0069,-0.0274,-0.0838,0.088
2.12,0.0142,-0.0393,-0.1017,0.11
2.14,-0.0048,-0.0135,-0.1218,0.123
2.16,-0.0082,-0.0163,-0.118,0.119
2.18,-0.0287,0.0032,-0.077,0.082
2.2,-0.0118,0.0107,-0.0866,0.088
2.22,-0.0173,0.0001,-0.0432,0.047
2.24,-0.0025,-0.0175,-0.0729,0.075
2.26,-0.033,-0.0245,-0.0781,0.088
2.28,-0.0589,-0.0035,-0.0596,0.084
2.3,-0.0332,0.03,-0.0674,0.081
2.32,0.0241,0.0126,-0.0755,0.08
2.34,0.0615,-0.0147,-0.1012,0.119
2.36,-0.013,-0.011,-0.1855,0.186
2.38,-0.0353,-0.009,-0.1869,0.19
2.4,-0.0513,0.0147,-0.0837,0.099
2.42,-0.0636,0.0107,-0.0204,0.068
2.44,-0.0244,0.0107,-0.0066,0.027
2.46,-0.0164,-0.0142,-0.067,0.07
2.48,-0.0125,-0.031,-0.0631,0.071
2.5,0.0101,-0.0189,-0.0783,0.081
2.52,0.0,0.0055,-0.0669,0.067
2.54,-0.0059,-0.0249,-0.0693,0.074
2.56,-0.027,-0.001,-0.075,0.08
2.58,0.0008,0.0254,-0.0919,0.095
2.6,0.0119,0.0181,-0.0697,0.073
2.62,0.0082,-0.042,-0.0701,0.082
2.64,-0.0316,-0.0343,-0.1377,0.145
2.66,-0.0521,-0.0208,-0.1167,0.13
2.68,-0.0388,-0.0053,-0.0684,0.079
2.7,-0.0253,-0.0247,-0.1092,0.115
2.72,-0.0241,-0.0296,-0.0792,0.088
2.74,-0.0094,0.0068,-0.0572,0.058
2.76,-0.0058,0.0371,-0.0396,0.055
2.78,-0.006,0.0161,-0.0492,0.052
2.8,-0.0201,0.0207,-0.066,0.072
2.82,-0.019,-0.0107,-0.078,0.081
2.84,-0.0157,-0.0132,-0.1076,0.11
