time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005289,-0.1951,-0.3181,0.4004,0.547
0.005966,-0.2967,-0.3112,0.3434,0.550
0.006641,-0.3367,-0.2095,0.3531,0.531
0.010939,-0.3754,-0.0905,0.3537,0.524
0.015218,-0.3960,-0.0253,0.3581,0.534
0.021157,-0.3701,0.0124,0.3844,0.534
0.025334,-0.4255,0.0608,0.3697,0.567
0.030032,-0.9012,0.6240,0.7136,1.308
0.036836,-0.6167,0.0954,0.6168,0.877
0.040597,-0.2988,-0.3694,0.0314,0.476
0.045384,-0.3385,-0.3673,-0.3051,0.585
0.055492,-0.4621,-0.3071,-0.1980,0.589
0.056036,-0.5505,-0.2505,-0.1065,0.614
0.060370,-0.3807,-0.1748,0.9478,1.036
0.064795,-0.6658,0.0998,0.7262,0.990
0.069801,-0.6495,0.0927,-0.0907,0.662
0.075083,-0.1131,0.1605,-0.3340,0.387
0.080428,0.2957,0.1189,-0.3285,0.458
0.085350,0.5177,0.0322,-0.3763,0.641
0.090028,0.5660,-0.0098,-0.4841,0.745
0.094801,0.4689,-0.0578,-0.5028,0.690
0.100613,0.3573,-0.0117,-0.5157,0.627
0.104724,0.3514,0.0181,-0.3573,0.501
0.110336,0.3113,0.0408,-0.2483,0.400
0.117357,0.2621,0.0519,-0.1184,0.292
0.120359,0.2154,0.0355,-0.0113,0.219
0.124896,0.1692,0.0321,0.0517,0.180
0.130463,0.1004,0.0549,0.0811,0.140
0.134950,0.0624,0.0778,0.0848,0.131
0.140221,0.0343,0.1054,0.0766,0.135
0.144558,-0.0222,0.1235,0.0742,0.146
0.153595,-0.0473,0.1134,0.0868,0.150
0.156307,-0.0679,0.1349,0.0768,0.169
0.159566,-0.1074,0.1401,0.0430,0.182
0.171233,-0.1296,0.1400,0.0284,0.193
0.171789,-0.1588,0.1443,0.0142,0.215
0.174659,-0.1207,0.1288,-0.0230,0.178
0.179398,-0.1254,0.1390,-0.0224,0.189
0.184438,-0.1014,0.1433,-0.0247,0.177
0.189430,-0.0847,0.1497,-0.0299,0.175
0.194898,-0.0895,0.1773,-0.0211,0.200
0.200559,-0.0680,0.1665,0.0008,0.180
0.204834,-0.0187,0.1450,-0.0020,0.146
0.209328,0.0206,0.0829,-0.0589,0.104
0.215433,0.0219,0.0099,-0.0331,0.041
0.219298,-0.0015,-0.0568,-0.0487,0.075
0.224388,0.0116,-0.0796,-0.1537,0.173
0.229041,0.0580,-0.0432,-0.3154,0.324
0.234436,0.1745,0.0314,-0.4966,0.527
0.239320,0.3368,0.0651,-0.6595,0.743
0.244024,0.4859,0.0688,-0.7517,0.898
0.253152,0.5552,0.1093,-0.7779,0.962
0.254461,0.5514,0.1209,-0.7220,0.917
0.259112,0.5140,0.0673,-0.6069,0.798
0.273049,0.4706,0.0369,-0.5452,0.721
0.273845,0.4730,0.0092,-0.4883,0.680
0.274725,0.4758,-0.0354,-0.4406,0.649
