time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003946,0.0701,-0.2478,-0.0615,0.265
0.004567,-0.0452,-0.2289,-0.0413,0.237
0.004999,-0.1574,-0.2788,-0.0534,0.325
0.013311,-0.2501,-0.3008,-0.0483,0.394
0.014864,-0.2704,-0.2759,-0.0177,0.387
0.019835,-0.3497,-0.2185,-0.0757,0.419
0.027567,-0.2593,-0.2438,-0.3619,0.508
0.032205,-0.3758,-0.1758,-0.1436,0.439
0.034701,-0.4481,0.0663,0.0348,0.454
0.041218,-0.4576,0.3496,-0.1250,0.589
0.044802,-0.4714,0.4981,0.0716,0.690
0.049379,-0.5901,0.7067,0.2935,0.966
0.056945,-0.3748,0.6176,-0.2762,0.773
0.059673,-0.2466,0.2700,-0.4528,0.582
0.065469,-0.2051,0.0982,-0.2962,0.373
0.069521,-0.0443,0.0054,-0.1942,0.199
0.076098,0.0960,-0.0180,-0.1953,0.218
0.079870,0.1304,-0.0864,-0.0240,0.158
0.084270,0.0950,-0.0986,0.1851,0.230
0.090618,0.0477,-0.0361,0.1933,0.202
0.094326,0.0365,0.0347,0.1845,0.191
0.099324,-0.0419,0.0893,0.2374,0.257
0.104378,-0.1434,0.1885,0.2781,0.365
0.109330,-0.1769,0.3412,0.2305,0.448
0.114380,-0.1150,0.2285,0.1390,0.291
0.119369,-0.0932,0.0234,0.1220,0.155
0.124250,-0.1272,-0.0432,0.2877,0.317
0.129061,-0.1615,-0.0314,0.3524,0.389
0.134369,-0.1809,0.0213,0.2399,0.301
0.139520,-0.2048,0.0614,0.0755,0.227
0.144614,-0.2480,0.0953,-0.0840,0.279
0.149200,-0.2431,0.1718,-0.2333,0.378
0.158801,-0.2353,0.1822,-0.2490,0.388
0.159572,-0.2059,0.1730,-0.2261,0.351
0.163902,-0.1951,0.1414,-0.1820,0.302
0.168909,-0.1883,0.1084,-0.1718,0.277
0.173951,-0.1452,0.0831,-0.1375,0.217
0.179613,-0.1351,0.0434,-0.1161,0.183
0.183895,-0.0935,0.0261,-0.0996,0.139
0.189330,-0.0948,0.0124,-0.0674,0.117
0.194328,-0.1149,-0.0195,-0.0381,0.123
0.199045,-0.1154,-0.0656,-0.0690,0.150
0.204675,-0.1116,-0.0533,-0.0879,0.152
0.208723,-0.1152,-0.0782,-0.0184,0.140
0.213782,-0.1134,-0.0962,0.0031,0.149
0.218678,-0.1210,-0.1034,0.0000,0.159
0.223923,-0.1170,-0.1218,-0.0154,0.170
0.228538,-0.0871,-0.1430,-0.0689,0.181
0.233839,-0.0820,-0.0809,-0.0667,0.133
0.239622,-0.0528,-0.0746,-0.0862,0.126
0.243957,-0.0621,-0.0639,-0.0922,0.128
0.248696,-0.0593,0.0080,-0.1084,0.124
0.257622,-0.0397,0.0330,-0.0818,0.097
0.258441,-0.0026,0.0368,-0.0853,0.093
0.263899,-0.0037,0.0186,-0.0681,0.071
0.270928,0.0074,0.0018,-0.0102,0.013
0.274372,0.0170,-0.0163,0.0087,0.025
0.278702,-0.0138,-0.0015,0.0380,0.040
0.284063,-0.0133,-0.0288,0.0915,0.097
0.288582,-0.0313,-0.0080,0.0764,0.083
0.293931,-0.0208,-0.0148,0.0632,0.068
0.298731,-0.0562,0.0032,0.0927,0.108
0.304286,-0.0648,0.0295,0.0600,0.093
0.308306,-0.0547,0.0183,0.0832,0.101
0.313419,-0.0900,-0.0153,0.0766,0.119
0.320131,-0.0752,-0.0117,0.0924,0.120
0.323195,-0.0628,0.0114,0.1179,0.134
0.328118,-0.0646,0.0599,0.1597,0.182
0.333348,-0.0686,0.0720,0.1562,0.185
0.339231,-0.0058,0.0632,0.1697,0.181
0.343421,0.0517,0.1026,0.2192,0.247
0.348156,0.1237,0.1308,0.2542,0.311
0.355819,0.1547,0.1030,0.3049,0.357
0.358198,0.1930,0.1024,0.3912,0.448
0.363139,0.2102,0.1618,0.3926,0.474
0.369863,0.1839,0.1939,0.4449,0.519
0.372966,0.1412,0.2167,0.5388,0.598
0.377794,0.1063,0.2040,0.6020,0.644
0.382454,-0.0264,0.3589,0.3323,0.490
0.388428,-0.0706,0.2659,0.1709,0.324
0.392747,-0.1260,0.1212,0.3336,0.377
0.397588,-0.2391,0.0332,0.3410,0.418
0.404379,-0.3642,-0.0214,0.2809,0.460
0.407612,-0.5188,-0.0660,0.1471,0.543
0.412645,-0.6799,-0.1172,-0.0905,0.696
0.418599,-0.7721,-0.1991,-0.2221,0.828
0.422667,-0.9736,-0.2405,-0.3570,1.065
0.427213,-1.0062,-0.2821,-1.4480,1.786
0.433383,-0.7147,-0.5033,-1.6576,1.874
0.437925,-0.6059,-0.5417,-0.7929,1.135
0.442620,-0.5272,-0.5371,-0.2536,0.794
0.447739,-0.4887,-0.4892,0.1364,0.705
0.453074,-0.6767,-0.3019,0.4383,0.861
0.457994,-0.5822,-0.2374,0.6755,0.923
0.462313,-0.4097,-0.2095,0.8875,1.000
0.471143,-0.3103,-0.1279,0.8487,0.913
0.473113,-0.3363,-0.0260,0.7348,0.809
0.477466,-0.4070,0.0930,0.5845,0.718
0.483835,-0.3215,0.1610,0.3840,0.526
0.487243,-0.1904,0.2207,0.2290,0.371
0.492024,-0.1135,0.2512,0.1118,0.297
0.497340,-0.0664,0.2763,0.0030,0.284
0.502288,-0.0462,0.3039,-0.0630,0.314
0.507965,0.0672,0.2862,-0.0616,0.300
0.511974,0.1474,0.2342,-0.0809,0.288
0.517388,0.1823,0.2179,-0.0399,0.287
0.522041,0.1554,0.1999,-0.0099,0.253
0.529335,0.1218,0.2263,0.0219,0.258
0.532204,0.1124,0.2074,0.0558,0.242
0.538281,0.0818,0.1807,0.0732,0.211
0.541706,0.0369,0.1992,0.0682,0.214
0.547389,-0.0223,0.1660,0.0786,0.185
0.553051,-0.0407,0.1480,0.0886,0.177
0.556754,-0.0926,0.1297,0.0931,0.185
0.562329,-0.1515,0.0869,0.0990,0.201
0.570180,-0.1600,0.0554,0.0985,0.196
0.571555,-0.1877,0.0513,0.0713,0.207
0.576580,-0.1531,0.0378,0.0832,0.178
0.583542,-0.1446,0.0019,0.0589,0.156
0.586255,-0.1578,0.0121,0.0467,0.165
0.591665,-0.1588,-0.0243,0.0141,0.161
0.597360,-0.1455,-0.0220,0.0084,0.147
0.601605,-0.1369,-0.0081,0.0014,0.137
0.606971,-0.1210,-0.0558,0.0201,0.135
0.611448,-0.1074,-0.0929,0.0389,0.147
0.617175,-0.0913,-0.0912,0.0680,0.146
0.621418,-0.0655,-0.1356,0.0741,0.168
0.626401,-0.0278,-0.1908,0.0930,0.214
0.632616,-0.0308,-0.2297,0.1145,0.259
0.636345,0.0069,-0.2396,0.1284,0.272
0.641355,0.0088,-0.2251,0.0825,0.240
0.646381,0.0105,-0.2119,0.1009,0.235
0.651809,0.0386,-0.1998,0.1489,0.252
0.656430,0.0287,-0.1435,0.1469,0.207
0.661230,0.0380,-0.1014,0.1582,0.192
0.667080,0.0618,-0.0511,0.1936,0.210
0.671307,0.0690,0.0066,0.1788,0.192
0.676631,0.0331,0.0811,0.1227,0.151
0.681979,-0.0005,0.1226,0.1145,0.168
0.686135,-0.0173,0.1847,0.1241,0.223
0.691054,-0.0627,0.2292,0.0907,0.254
0.696422,-0.1011,0.2698,0.0445,0.292
0.701000,-0.1107,0.2709,0.0259,0.294
0.706016,-0.1204,0.2717,0.0256,0.298
0.711167,-0.1157,0.2488,-0.0438,0.278
0.716394,-0.0993,0.2470,-0.0663,0.274
0.721234,-0.0997,0.1999,-0.0621,0.232
0.726251,-0.0522,0.1809,-0.0795,0.204
0.732134,-0.0262,0.1348,-0.0833,0.161
0.735849,-0.0314,0.0903,-0.0435,0.105
0.740990,-0.0078,0.0447,-0.0509,0.068
0.745932,0.0086,0.0077,-0.0104,0.016
0.751110,0.0012,-0.0430,0.0256,0.050
0.755914,0.0034,-0.0746,0.0191,0.077
0.761364,0.0104,-0.0819,0.0812,0.116
0.767384,0.0225,-0.0692,0.0604,0.095
0.770898,0.0393,-0.0957,0.0566,0.118
0.776186,0.0417,-0.1006,0.0949,0.144
0.781269,0.0228,-0.1049,0.0761,0.132
0.785684,0.0207,-0.1018,0.0842,0.134
0.790802,-0.0102,-0.0819,0.0956,0.126
0.796320,-0.0289,-0.0832,0.1197,0.149
0.801160,-0.0787,-0.0866,0.1390,0.182
0.805583,-0.1235,-0.0633,0.2024,0.245
0.811050,-0.1561,-0.0495,0.2417,0.292
0.815921,-0.1934,-0.0464,0.2402,0.312
0.820413,-0.2234,-0.0631,0.2255,0.324
0.825608,-0.2727,-0.0708,0.2252,0.361
0.831046,-0.2909,-0.1064,0.2355,0.389
0.835708,-0.3282,-0.0643,0.2123,0.396
0.840361,-0.2962,-0.0568,0.1704,0.346
0.846834,-0.3267,-0.0714,0.1308,0.359
0.850333,-0.3144,-0.0631,0.1312,0.346
0.855421,-0.3165,-0.0411,0.1013,0.335
0.860556,-0.2876,-0.0234,0.0629,0.295
0.865378,-0.2542,-0.0120,0.0286,0.256
0.870809,-0.2689,0.0199,-0.0046,0.270
0.875390,-0.2526,0.0729,0.0013,0.263
0.881736,-0.2219,0.0825,-0.0191,0.238
0.886301,-0.2082,0.0865,-0.0202,0.226
0.890103,-0.1753,0.0878,-0.0179,0.197
0.895956,-0.1711,0.0889,-0.0629,0.203
0.899945,-0.1624,0.0898,-0.0293,0.188
0.905112,-0.1582,0.0525,-0.0149,0.167
0.909972,-0.1589,0.0327,-0.0322,0.165
0.915258,-0.1477,-0.0022,-0.0765,0.166
0.919998,-0.1606,-0.0363,-0.0334,0.168
0.924759,-0.1494,-0.0652,-0.0204,0.164
0.930403,-0.1453,-0.1107,-0.0422,0.187
0.934813,-0.1700,-0.1063,-0.0768,0.215
0.940027,-0.1637,-0.1167,-0.1018,0.225
0.946373,-0.1599,-0.1453,-0.0720,0.228
0.949703,-0.1415,-0.1471,-0.0616,0.213
0.954932,-0.1231,-0.1848,-0.0183,0.223
0.960331,-0.1261,-0.1956,0.0223,0.234
0.965161,-0.1265,-0.1412,0.0388,0.194
0.969614,-0.1557,-0.0896,0.0958,0.204
0.974754,-0.1895,-0.0283,0.1157,0.224
0.981682,-0.1777,-0.0153,0.0825,0.197
0.984870,-0.1877,0.0034,0.0990,0.212
0.989729,-0.1640,0.0490,0.0884,0.193
0.995262,-0.1763,0.0859,0.0794,0.212
0.999461,-0.1623,0.0837,0.0376,0.186
1.004479,-0.1315,0.0792,-0.0221,0.155
1.011286,-0.0650,0.0561,-0.0221,0.089
1.015385,-0.0701,0.0233,-0.0539,0.091
1.019578,-0.0466,0.0028,-0.0528,0.070
1.024907,-0.0110,-0.0470,-0.0480,0.068
1.031499,-0.0185,-0.0710,-0.0659,0.099
1.034814,0.0004,-0.0666,-0.0232,0.071
1.039340,0.0193,-0.0891,-0.0157,0.093
1.043718,0.0072,-0.0788,0.0220,0.082
1.049080,-0.0193,-0.0408,0.0489,0.067
1.054225,-0.0050,-0.0012,0.0566,0.057
1.061238,-0.0337,0.0443,0.0994,0.114
1.064391,-0.0289,0.0811,0.1430,0.167
1.068922,-0.0672,0.1576,0.1491,0.227
1.074160,-0.1102,0.2152,0.1378,0.278
1.079102,-0.1507,0.2702,0.1057,0.327
1.084080,-0.1767,0.3110,0.0686,0.364
1.088744,-0.2002,0.3366,-0.0209,0.392
1.094880,-0.2141,0.3961,-0.0787,0.457
