time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003478,-0.0059,0.0754,0.0627,0.098
0.004219,0.0189,0.0713,-0.0662,0.099
0.008474,0.0174,0.0879,-0.1877,0.208
0.010510,0.0550,0.1043,-0.2708,0.295
0.015450,0.0962,0.0727,-0.3515,0.372
0.021092,0.1154,0.0692,-0.3960,0.418
0.026970,0.1508,0.0603,-0.4049,0.436
0.031186,0.1658,0.0416,-0.3852,0.421
0.035960,0.1627,0.0019,-0.3540,0.390
0.042737,0.1404,-0.0545,-0.3594,0.390
0.045436,0.1358,-0.1210,-0.3225,0.370
0.050507,0.1137,-0.1997,-0.2838,0.365
0.055378,0.0843,-0.2200,-0.2050,0.312
0.060940,0.0359,-0.1895,-0.1149,0.224
0.065458,-0.0166,-0.1773,-0.0186,0.179
0.070694,-0.0310,-0.1623,0.0076,0.165
0.076686,-0.0217,-0.1398,0.0459,0.149
0.080518,-0.0200,-0.1339,0.0821,0.158
0.085094,0.0172,-0.1240,0.0996,0.160
0.090579,0.0200,-0.1058,0.1013,0.148
0.095827,0.0294,-0.0914,0.0602,0.113
0.100145,0.0308,-0.0521,0.0220,0.064
0.106410,0.0518,-0.0573,0.0342,0.084
0.110150,0.0273,-0.0266,-0.0107,0.040
0.115199,0.0256,0.0298,-0.0463,0.061
0.120885,0.0263,0.0400,-0.0822,0.095
0.125182,0.0131,0.0364,-0.0846,0.093
0.130397,-0.0001,0.0466,-0.0945,0.105
0.135144,-0.0232,0.1153,-0.0690,0.136
0.144420,-0.0306,0.1127,-0.0585,0.131
0.144934,-0.0267,0.0907,-0.0435,0.104
0.150086,-0.0458,0.0968,-0.0261,0.110
0.156028,-0.0336,0.1122,-0.0331,0.122
0.160986,-0.0628,0.1101,-0.0064,0.127
0.164827,-0.0529,0.0824,0.0032,0.098
0.169913,-0.0439,0.0365,0.0034,0.057
0.175400,-0.0480,0.0675,0.0422,0.093
0.179952,-0.0355,0.0706,0.0475,0.092
0.184872,-0.0248,0.0530,0.0579,0.082
0.189857,0.0106,0.0382,0.0518,0.065
0.194881,0.0132,0.0257,0.0463,0.055
0.199885,0.0407,0.0415,0.0363,0.069
0.205612,0.0314,0.0733,0.0123,0.081
0.209873,0.0386,0.0476,0.0219,0.065
0.214794,0.0257,0.0455,0.0100,0.053
0.219476,0.0274,0.0581,-0.0066,0.065
0.224598,0.0621,0.0646,-0.0089,0.090
0.229481,0.0625,0.0582,-0.0083,0.086
0.234369,0.0268,0.0565,-0.0412,0.075
0.240926,0.0727,0.0260,-0.0817,0.112
0.245086,0.0637,0.0215,-0.0760,0.101
0.250527,0.0484,0.0310,-0.1088,0.123
0.256845,0.0656,-0.0015,-0.1106,0.129
