time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005798,-0.0733,-0.0460,-0.0367,0.094
0.006669,-0.0734,-0.0266,0.0200,0.081
0.007266,-0.0823,-0.0130,0.0407,0.093
0.007824,-0.0528,0.0019,0.0158,0.055
0.009224,-0.0702,-0.0058,-0.0290,0.076
0.016684,-0.0544,-0.0035,-0.0641,0.084
0.018403,-0.0622,-0.0158,-0.1510,0.164
0.033649,-0.0596,-0.0133,-0.1487,0.161
0.034357,-0.0662,-0.0012,-0.1298,0.146
0.035033,-0.0615,-0.0233,-0.1307,0.146
0.039342,-0.0235,-0.0025,-0.0670,0.071
0.049485,-0.0106,0.0241,-0.0411,0.049
0.050051,0.0045,0.0151,-0.0388,0.042
0.053264,0.0327,-0.0002,-0.1032,0.108
0.065878,0.0213,-0.0073,-0.1302,0.132
0.066628,0.0435,-0.0116,-0.1549,0.161
0.068233,0.0519,-0.0154,-0.1693,0.178
0.083916,0.0170,-0.0147,-0.1668,0.168
0.084614,0.0141,0.0026,-0.1848,0.185
0.085439,0.0115,-0.0080,-0.1956,0.196
0.087925,-0.0214,-0.0392,-0.1757,0.181
0.099407,-0.0438,-0.0007,-0.1717,0.177
0.100207,-0.0399,0.0058,-0.1637,0.169
0.103137,-0.0501,-0.0169,-0.1606,0.169
0.115917,-0.0593,-0.0188,-0.1340,0.148
0.116772,-0.0598,-0.0082,-0.0841,0.104
0.118853,-0.0851,-0.0268,-0.0899,0.127
0.132647,-0.0872,-0.0078,-0.0582,0.105
0.133742,-0.1101,-0.0048,-0.0339,0.115
0.134517,-0.1282,-0.0116,-0.0128,0.129
0.138242,-0.1163,-0.0031,0.0076,0.117
0.148937,-0.1103,0.0167,0.0598,0.127
0.149933,-0.0778,0.0302,0.0665,0.107
0.153239,-0.0677,0.0117,0.0530,0.087
0.166427,-0.0307,0.0044,0.0545,0.063
0.167297,-0.0209,0.0071,0.0070,0.023
0.168000,-0.0064,0.0071,-0.0204,0.023
0.181626,0.0133,0.0022,-0.0422,0.044
0.182304,0.0287,0.0023,-0.0895,0.094
0.182958,0.0343,0.0071,-0.0927,0.099
0.197382,0.0278,-0.0340,-0.1030,0.112
0.198068,0.0193,-0.0216,-0.1400,0.143
0.198706,0.0178,0.0087,-0.1578,0.159
0.203154,0.0259,-0.0020,-0.1442,0.147
0.214740,0.0413,-0.0068,-0.1379,0.144
0.215457,-0.0035,-0.0088,-0.1554,0.156
0.217777,-0.0264,0.0011,-0.1357,0.138
0.231186,0.0129,0.0030,-0.1289,0.130
0.231882,-0.0007,0.0024,-0.1186,0.119
0.232616,-0.0348,0.0091,-0.0897,0.097
0.248183,-0.0438,0.0150,-0.0644,0.079
0.248802,-0.0420,-0.0130,-0.0660,0.079
0.249554,-0.0336,-0.0003,-0.0507,0.061
0.252378,-0.0567,-0.0150,-0.0424,0.072
0.264384,-0.0591,-0.0117,-0.0372,0.071
0.265131,-0.0638,-0.0179,-0.0272,0.072
0.267219,-0.0442,-0.0185,-0.0342,0.059
0.280937,-0.0986,-0.0048,-0.0044,0.099
0.281971,-0.0910,0.0484,0.0045,0.103
