time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,0.0263,-0.0534,-0.25,0.257
0.02,-0.064,-0.0323,-0.0277,0.077
0.04,-0.1554,-0.0149,0.1483,0.215
0.06,-0.1387,0.01,0.1181,0.182
0.08,-0.115,0.0306,0.0425,0.126
0.1,-0.1059,0.0719,0.0105,0.128
0.12,-0.1328,0.0809,-0.0423,0.161
0.14,-0.1163,0.0035,-0.074,0.138
0.16,-0.1353,-0.0689,-0.0187,0.153
0.18,-0.1156,-0.101,0.0011,0.153
0.2,-0.1054,-0.0461,0.0922,0.147
0.22,-0.1483,0.0093,0.1284,0.196
0.24,-0.1197,0.0716,-0.0577,0.151
0.26,-0.0481,0.0742,-0.129,0.156
0.28,-0.0699,0.0653,0.0113,0.096
0.3,-0.1039,0.0058,0.1226,0.161
0.32,-0.104,-0.0685,0.0763,0.146
0.34,-0.0723,-0.0518,-0.0494,0.102
0.36,-0.1268,-0.038,0.0152,0.133
0.38,-0.1388,0.0447,0.0518,0.155
0.4,-0.1608,0.051,-0.0235,0.17
0.42,-0.1418,0.0038,-0.0625,0.155
0.44,-0.0985,-0.0094,-0.0323,0.104
0.46,-0.108,-0.0014,0.0273,0.111
0.48,-0.0936,0.0166,-0.0081,0.095
0.5,-0.0935,-0.007,-0.0181,0.096
0.52,-0.0263,0.0079,0.0589,0.065
0.54,-0.0599,-0.0131,0.0925,0.111
0.56,-0.1176,-0.0061,0.0717,0.138
0.58,-0.1345,0.0094,0.0332,0.139
0.6,-0.1129,-0.0144,-0.011,0.114
0.62,-0.0862,-0.0628,-0.0382,0.113
0.64,-0.0808,-0.0331,0.0227,0.09
0.66,-0.0828,-0.0208,0.0616,0.105
0.68,-0.1139,0.0283,0.0187,0.119
0.7,-0.1211,0.0312,-0.0237,0.127
0.72,-0.1354,0.045,-0.0019,0.143
0.74,-0.1235,0.043,0.0018,0.131
0.76,-0.0823,-0.0077,-0.0394,0.092
0.78,-0.0768,-0.0172,0.0059,0.079
0.8,-0.0742,0.0186,0.066,0.101
0.82,-0.1057,0.0206,0.1306,0.169
0.84,-0.1541,0.0123,0.1377,0.207
0.86,-0.1441,-0.009,-0.0077,0.145
0.88,-0.1309,0.0192,0.0281,0.135
0.9,-0.0965,0.0185,0.0216,0.101
0.92,-0.0456,0.0384,0.0312,0.067
0.94,0.0028,0.0514,-0.0695,0.086
0.96,-0.0437,0.0275,-0.0622,0.081
0.98,-0.1081,-0.0596,0.1378,0.185
1.0,-0.1734,-0.0704,0.1268,0.226
1.02,-0.156,-0.0374,-0.0202,0.162
1.04,-0.1094,0.0793,-0.0107,0.136
1.06,-0.0981,0.1077,0.1038,0.179
1.08,-0.0702,0.0303,0.1228,0.145
1.1,-0.0456,-0.0357,-0.0088,0.059
1.12,-0.0265,-0.0554,-0.0764,0.098
1.14,-0.0917,-0.04,0.0507,0.112
1.16,-0.1238,-0.0312,0.2279,0.261
1.18,-0.0936,0.0225,0.0005,0.096
1.2,-0.0521,0.0442,-0.0295,0.074
1.22,-0.0932,0.0608,0.0601,0.127
1.24,-0.1395,0.0412,0.0289,0.148
1.26,-0.1342,0.0102,0.0009,0.135
1.28,-0.1404,-0.0374,0.0161,0.146
1.3,-0.1327,-0.02,0.0449,0.142
1.32,-0.0754,0.0398,0.0235,0.088
1.34,-0.049,0.0605,-0.0239,0.081
1.36,-0.0581,0.0046,-0.0303,0.066
1.38,-0.0908,-0.0589,-0.0031,0.108
1.4,-0.1165,-0.0248,0.0538,0.131
1.42,-0.1103,0.0164,0.0848,0.14
1.44,-0.1278,0.0368,0.0353,0.138
1.46,-0.104,0.024,-0.0213,0.109
1.48,-0.089,0.0172,-0.0069,0.091
1.5,-0.1006,0.0085,0.0597,0.117
1.52,-0.0935,-0.0052,0.0473,0.105
1.54,-0.0956,-0.0036,0.0057,0.096
1.56,-0.0952,0.0093,-0.0275,0.1
1.58,-0.0951,0.0208,0.0256,0.101
1.6,-0.1074,-0.0283,0.0629,0.128
1.62,-0.0617,-0.0254,-0.0491,0.083
1.64,-0.107,0.0067,-0.0719,0.129
1.66,-0.1405,-0.0227,0.074,0.16
1.68,-0.1556,0.0095,0.0522,0.164
1.7,-0.0698,0.0198,-0.0355,0.081
1.72,0.0037,0.0152,-0.1342,0.135
1.74,-0.0285,-0.031,-0.0319,0.053
1.76,-0.1211,-0.0149,0.1478,0.192
1.78,-0.1572,-0.0128,0.1231,0.2
1.8,-0.132,0.0304,0.0383,0.141
1.82,-0.0728,-0.0137,0.0347,0.082
1.84,-0.0587,-0.0176,-0.0314,0.069
1.86,-0.0762,-0.0121,-0.1552,0.173
1.88,-0.1312,0.0165,-0.1321,0.187
1.9,-0.1209,0.0382,0.0089,0.127
1.92,-0.13,0.0405,0.1768,0.223
1.94,-0.1365,0.0349,0.2402,0.279
1.96,-0.1209,0.0072,-0.1047,0.16
1.98,-0.0343,0.0417,-0.1458,0.155
2.0,-0.0697,0.0399,0.0344,0.087
2.02,-0.0761,0.0312,0.0667,0.106
2.04,-0.0748,-0.0085,0.0524,0.092
2.06,-0.1283,-0.0366,0.0734,0.152
2.08,-0.162,-0.0298,0.0418,0.17
2.1,-0.1329,0.0115,-0.0047,0.134
2.12,-0.0695,-0.0254,-0.048,0.088
2.14,-0.0532,-0.0156,-0.0759,0.094
2.16,-0.0655,-0.008,-0.0799,0.104
2.18,-0.0857,-0.0091,-0.0144,0.087
2.2,-0.1072,-0.0051,0.0319,0.112
2.22,-0.0937,0.0178,0.0536,0.109
2.24,-0.09,0.0089,0.0591,0.108
2.26,-0.0972,0.0066,0.0433,0.107
2.28,-0.0922,-0.0159,-0.0069,0.094
2.3,-0.1055,-0.0221,-0.0119,0.108
2.32,-0.0543,0.007,-0.0274,0.061
2.34,-0.0177,0.0393,-0.0207,0.048
2.36,-0.0779,0.0711,0.0445,0.114
2.38,-0.1229,0.0457,0.0878,0.158
2.4,-0.1584,-0.0071,0.1426,0.213
2.42,-0.1016,-0.0297,-0.0896,0.139
2.44,-0.0709,0.032,-0.052,0.094
2.46,-0.112,0.039,0.0918,0.15
2.48,-0.1173,0.0034,-0.0353,0.123
2.5,-0.0094,0.0312,-0.2375,0.24
2.52,0.0102,-0.0071,-0.1807,0.181
2.54,-0.1252,-0.0326,0.1238,0.179
2.56,-0.1678,-0.0424,0.1711,0.243
2.58,-0.1622,-0.0207,0.0475,0.17
2.6,-0.1408,0.0185,0.0156,0.143
2.62,-0.1011,0.0555,0.0297,0.119
2.64,-0.0686,0.0763,-0.0203,0.105
2.66,-0.0463,0.0037,-0.1158,0.125
2.68,-0.0563,-0.0299,-0.0939,0.113
2.7,-0.1104,-0.0204,-0.0295,0.116
2.72,-0.1687,0.0128,0.0841,0.189
2.74,-0.1468,0.009,0.0922,0.174
2.76,-0.0656,-0.0173,-0.0807,0.105
2.78,-0.0236,0.0124,-0.0624,0.068
2.8,-0.0932,0.0123,0.0239,0.097
2.82,-0.1372,0.0223,0.03,0.142
2.84,-0.1448,-0.0153,0.0103,0.146
2.86,-0.1164,0.0014,0.0677,0.135
2.88,-0.0717,0.0174,0.0357,0.082
2.9,-0.1152,0.0273,-0.0209,0.12
2.92,-0.084,-0.0053,-0.0048,0.084
2.94,-0.0879,-0.0348,-0.0553,0.11
2.96,-0.0796,-0.0371,-0.0525,0.102
2.98,-0.1552,0.0078,-0.03,0.158
3.0,-0.165,0.045,0.0349,0.175
3.02,-0.1058,0.0463,0.0518,0.127
3.04,-0.0178,-0.017,0.0173,0.03
3.06,-0.0249,-0.0477,-0.0213,0.058
3.08,-0.0916,-0.0514,0.0076,0.105
3.1,-0.1637,-0.0146,0.0136,0.165
