time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,-0.1027,0.1057,-0.1079,0.183
0.02,-0.1014,0.1176,-0.0437,0.161
0.04,-0.1414,0.0349,0.0897,0.171
0.06,-0.1072,-0.028,0.0074,0.111
0.08,-0.1436,-0.0325,0.0524,0.156
0.1,-0.0227,-0.0636,-0.0226,0.071
0.12,-0.0064,-0.0007,0.0027,0.007
0.14,-0.0598,0.0508,-0.0332,0.085
0.16,-0.0917,0.0003,0.0209,0.094
0.18,-0.0738,-0.0415,0.0123,0.086
0.2,-0.0993,-0.0393,0.034,0.112
0.22,-0.0817,-0.0173,0.0472,0.096
0.24,-0.0983,0.0496,0.0974,0.147
0.26,-0.1591,0.1203,0.1369,0.242
0.28,-0.1926,0.0572,0.1415,0.246
0.3,-0.1495,-0.0085,0.1232,0.194
0.32,-0.0451,0.001,0.0779,0.09
0.34,0.0187,0.0288,0.0405,0.053
0.36,-0.1226,0.0639,0.0848,0.162
0.38,-0.0815,-0.0764,0.0653,0.129
0.4,0.0034,-0.1603,0.0935,0.186
0.42,0.0029,-0.1097,0.0112,0.11
0.44,0.0114,-0.0623,0.0849,0.106
0.46,-0.002,-0.0328,0.0933,0.099
0.48,-0.031,0.0065,0.037,0.049
0.5,-0.0926,0.0922,0.0267,0.133
0.52,-0.1103,0.1748,0.0922,0.226
0.54,-0.1606,0.1357,0.0664,0.22
0.56,-0.1303,0.0451,0.0244,0.14
0.58,-0.0942,-0.0637,0.0144,0.115
0.6,0.0002,-0.0711,0.022,0.074
0.62,-0.0578,-0.0371,0.1107,0.13
0.64,-0.1219,-0.0097,0.1768,0.215
0.66,-0.1313,-0.0381,0.1119,0.177
0.68,-0.0985,-0.0282,0.098,0.142
0.7,-0.0935,-0.031,0.0056,0.099
0.72,-0.0038,-0.0133,-0.0873,0.088
0.74,-0.0225,0.0305,-0.0847,0.093
0.76,0.0228,-0.0283,-0.0201,0.041
0.78,0.0281,-0.1134,0.036,0.122
0.8,-0.0806,-0.019,0.0772,0.113
0.82,-0.0541,0.019,-0.0025,0.057
0.84,-0.092,0.0278,0.0211,0.098
0.86,-0.1008,0.0755,-0.0522,0.136
0.88,-0.096,0.0478,-0.047,0.117
0.9,-0.0948,-0.0037,0.0367,0.102
0.92,-0.1042,-0.0511,0.0357,0.121
0.94,-0.1331,-0.045,0.0215,0.142
0.96,-0.1067,-0.0197,-0.0436,0.117
0.98,-0.019,-0.006,-0.0422,0.047
1.0,-0.049,-0.0544,0.0251,0.077
1.02,-0.0903,-0.0092,0.0388,0.099
1.04,-0.0892,0.0222,-0.012,0.093
1.06,-0.0859,0.0527,0.0328,0.106
1.08,-0.1234,-0.0003,0.0242,0.126
1.1,-0.1178,-0.0141,-0.0203,0.12
1.12,-0.1084,-0.0233,-0.0187,0.112
1.14,-0.0867,-0.0146,-0.0168,0.089
1.16,-0.0107,-0.0266,-0.0148,0.032
1.18,-0.0388,-0.005,-0.0129,0.041
1.2,-0.0999,0.0141,0.0373,0.108
1.22,-0.0496,0.0,0.0569,0.075
1.24,-0.0992,-0.0201,0.034,0.107
1.26,-0.1283,-0.0608,-0.0171,0.143
1.28,-0.1498,-0.0476,0.0527,0.166
1.3,-0.1261,-0.0135,0.0448,0.134
