time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,0.0208,-0.2497,0.1193,0.277
0.02,-0.0263,0.019,0.0559,0.065
0.04,-0.0812,0.1696,0.032,0.191
0.06,-0.0929,0.2012,0.0237,0.223
0.08,-0.0976,0.1313,0.0169,0.164
0.1,-0.0899,0.0378,0.0786,0.125
0.12,-0.0762,-0.0254,0.0643,0.103
0.14,-0.0502,-0.0604,0.0473,0.092
0.16,0.002,-0.0478,0.0218,0.053
0.18,-0.0419,-0.0098,0.0186,0.047
0.2,-0.0698,-0.0157,0.0318,0.078
0.22,-0.1045,-0.0192,0.0408,0.114
0.24,-0.0459,-0.0353,0.0782,0.097
0.26,-0.0429,-0.0425,0.1114,0.127
0.28,-0.048,0.0202,0.1346,0.144
0.3,-0.0457,-0.003,0.0875,0.099
0.32,-0.0246,-0.0333,0.0262,0.049
0.34,0.0171,0.0138,-0.0069,0.023
0.36,-0.021,0.0485,0.0111,0.054
0.38,-0.0829,0.072,0.0837,0.138
0.4,-0.0707,0.0186,0.03,0.079
0.42,-0.0382,-0.0383,-0.0418,0.068
0.44,-0.0404,-0.0924,0.0051,0.101
0.46,-0.1117,-0.0914,0.0522,0.153
0.48,-0.0796,-0.0008,0.0725,0.108
0.5,-0.0462,0.0486,0.0471,0.082
0.52,-0.0459,0.047,0.0164,0.068
0.54,-0.0853,0.0733,-0.0033,0.113
0.56,-0.0733,0.0384,-0.0224,0.086
0.58,-0.039,-0.0109,0.0305,0.051
0.6,0.0054,-0.0435,0.0413,0.06
0.62,-0.0083,0.0049,0.0538,0.055
0.64,-0.0313,-0.0125,0.1116,0.117
0.66,-0.0372,-0.0045,0.0777,0.086
0.68,-0.0133,0.0243,0.0753,0.08
0.7,-0.065,-0.0669,0.1335,0.163
0.72,-0.1835,-0.1298,0.0751,0.237
0.74,-0.2137,-0.0129,0.0478,0.219
0.76,-0.2211,-0.279,0.1998,0.408
0.78,-0.1992,-0.2263,-0.0092,0.302
0.8,-0.0964,-0.044,-0.0774,0.131
0.82,0.2019,0.0493,-0.1533,0.258
0.84,0.2763,-0.0321,-0.0072,0.278
0.86,0.1619,-0.1013,-0.0714,0.204
0.88,0.0172,0.0246,-0.2113,0.213
0.9,0.0263,0.2394,-0.114,0.266
0.92,0.0521,0.4229,0.0323,0.427
0.94,0.0137,0.5747,0.1717,0.6
0.96,-0.0739,0.6348,0.1324,0.653
0.98,-0.1199,0.5572,0.033,0.571
1.0,-0.1785,0.2089,0.0258,0.276
1.02,-0.1315,-0.1551,0.0305,0.206
1.04,-0.1224,-0.4123,0.0178,0.43
1.06,-0.1147,-0.5287,0.0499,0.543
1.08,-0.0468,-0.5799,0.1084,0.592
1.1,0.1239,-0.5777,0.0016,0.591
1.12,0.052,-0.2795,-0.0585,0.29
1.14,0.0794,-0.083,-0.1861,0.219
1.16,0.1584,0.1329,-0.4514,0.497
1.18,0.1706,0.2315,-0.3752,0.473
1.2,-0.0785,0.2189,0.0034,0.233
1.22,-0.4115,0.1742,0.2637,0.519
1.24,-0.4667,0.0445,0.2591,0.536
1.26,-0.3821,-0.0939,0.2472,0.465
1.28,-0.2891,-0.1227,0.1409,0.344
1.3,-0.0697,-0.109,-0.0115,0.13
