time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,-1.0435,-0.0278,0.9725,1.427
0.02,-0.669,-0.0683,0.2154,0.706
0.04,0.2474,-0.1954,-0.0497,0.319
0.06,1.0119,-0.3731,-0.1615,1.09
0.08,1.6484,-0.0178,-0.3277,1.681
0.1,1.6534,0.6533,-0.8679,1.978
0.12,1.457,0.679,-2.2034,2.727
0.14,2.9454,-0.4646,-2.0111,3.597
0.16,3.4937,-1.5693,-1.0159,3.962
0.18,4.7976,-1.4075,-1.8261,5.323
0.2,5.4641,-0.6414,-2.0001,5.854
0.22,3.932,-0.6178,-2.223,4.559
0.24,2.0579,-0.4623,-1.7113,2.716
0.26,0.0201,-0.0098,-0.9622,0.962
0.28,-1.7544,0.591,-0.072,1.853
0.3,-2.8411,0.9545,1.0288,3.169
0.32,-2.6121,0.8439,1.4465,3.103
0.34,-1.0266,0.4938,0.6879,1.331
0.36,0.4183,-0.2554,-0.1763,0.521
0.38,1.1868,-1.0275,-0.6862,1.713
0.4,1.7015,-1.7223,-0.7145,2.524
0.42,1.864,-1.6581,-0.4073,2.528
0.44,0.6949,-1.0567,-0.0913,1.268
0.46,-1.4098,-0.4028,0.5187,1.555
0.48,-3.0319,0.0119,1.0031,3.194
0.5,-3.8834,0.0908,1.2553,4.082
0.52,-4.0131,-0.2374,1.8131,4.41
0.54,-3.7689,-0.6172,1.79,4.218
0.56,-3.4378,-1.2941,1.7546,4.071
0.58,-2.3921,-1.8933,1.7296,3.507
0.6,-1.0598,-1.84,1.8289,2.802
0.62,-0.4198,-1.2619,1.7653,2.21
0.64,0.4037,-0.963,1.3572,1.712
0.66,0.6424,-0.5149,0.7276,1.099
0.68,0.7306,0.1172,0.4469,0.864
0.7,0.6045,0.1833,0.4822,0.795
0.72,0.6958,0.0289,0.4151,0.811
0.74,1.0407,0.1341,0.1953,1.067
0.76,1.3815,0.0065,-1.0716,1.748
0.78,1.0689,-0.1575,-3.0456,3.232
0.8,2.7371,-0.2681,-2.1872,3.514
0.82,4.3101,1.268,-2.6861,5.234
0.84,6.1501,1.4705,-2.8062,6.918
0.86,3.2175,0.7748,-3.157,4.574
0.88,0.4774,0.7189,-1.86,2.05
0.9,-0.7903,0.4586,-0.239,0.944
0.92,-1.0139,-0.2689,-0.1764,1.064
0.94,0.099,-0.87,0.5781,1.049
0.96,0.9433,-0.5395,0.4938,1.194
0.98,1.2663,0.0661,-0.1084,1.273
1.0,1.1353,0.4182,-0.0184,1.21
1.02,0.1759,0.866,0.3267,0.942
1.04,-0.8933,0.942,0.8813,1.569
1.06,-2.0035,0.6349,0.8918,2.283
1.08,-2.4529,0.0388,1.0832,2.682
1.1,-3.0919,-0.2084,1.3012,3.361
1.12,-3.5806,-0.3753,1.5548,3.922
1.14,-3.7605,0.2803,0.9724,3.894
1.16,-2.632,1.1543,0.8306,2.992
1.18,-1.6574,2.1128,1.0526,2.884
1.2,-1.6584,2.6159,0.9515,3.24
1.22,-1.8188,2.0935,0.7655,2.877
1.24,-1.5971,1.0204,0.851,2.077
1.26,-1.3018,0.4237,0.5653,1.481
1.28,-0.8742,-0.0635,0.8546,1.224
1.3,-0.4542,-0.1774,1.1763,1.273
1.32,0.2625,-0.4416,1.203,1.308
1.34,0.8605,-0.3434,0.9518,1.328
1.36,1.6312,-0.1942,0.0719,1.644
1.38,2.8113,-0.078,-0.763,2.914
1.4,3.4798,0.1551,-1.3017,3.719
1.42,2.9066,-0.0062,-2.3755,3.754
1.44,2.7559,-0.6287,-2.7087,3.915
1.46,2.957,-1.1324,-0.4553,3.199
1.48,2.4858,-1.1715,0.0608,2.749
1.5,1.8531,-1.0548,-0.7765,2.269
1.52,1.109,-1.0221,-1.4725,2.108
1.54,-0.2133,-0.6199,-2.1843,2.281
1.56,-1.6331,0.2328,-1.7299,2.39
1.58,-2.0742,0.7349,-0.7319,2.319
1.6,-1.0114,1.1814,0.8141,1.755
1.62,0.3164,1.2337,0.7679,1.487
1.64,1.5371,0.8366,0.1725,1.759
1.66,2.0465,0.3285,-0.4373,2.118
1.68,2.1034,0.0592,-0.9391,2.304
1.7,2.214,-0.2532,-0.7878,2.364
1.72,1.0555,-0.5991,-0.5996,1.354
1.74,-0.5815,-0.6645,0.1439,0.895
1.76,-1.8325,-0.7959,1.1297,2.295
1.78,-2.6195,-0.9936,1.3882,3.127
1.8,-2.8356,-0.9895,0.992,3.163
1.82,-2.6254,-0.814,0.817,2.867
1.84,-2.5595,-0.5091,0.6737,2.695
1.86,-3.0974,-0.1668,0.8555,3.218
1.88,-2.9054,-0.3348,1.6427,3.354
1.9,-1.4084,-0.6022,1.5645,2.19
1.92,-0.8911,-0.5468,1.3487,1.706
1.94,-0.6006,-0.5336,1.2691,1.502
1.96,0.0599,-0.6358,1.3428,1.487
1.98,-0.4418,-0.374,1.0503,1.199
2.0,-0.162,-0.3865,0.5088,0.659
2.02,0.5052,-0.2594,-0.1374,0.584
2.04,1.3284,-0.2434,-0.3376,1.392
2.06,1.3072,-0.1211,-2.2112,2.572
2.08,1.8524,-0.198,-2.9161,3.46
2.1,4.439,0.4252,-2.3998,5.064
2.12,6.0819,1.1567,-3.0672,6.909
2.14,5.6264,0.3861,-3.6413,6.713
2.16,1.6343,1.1914,-2.7095,3.381
2.18,-0.1939,1.4683,-0.433,1.543
2.2,-1.8396,0.5779,0.3325,1.957
2.22,-2.1413,-0.4162,1.0808,2.434
2.24,-1.0402,-0.9813,1.7057,2.226
2.26,0.2219,-1.3309,1.2207,1.82
2.28,0.9109,-1.2469,0.1705,1.554
2.3,0.5996,-0.2338,-0.298,0.709
2.32,0.2955,0.7096,0.1952,0.793
2.34,-0.5859,1.1583,0.9716,1.621
2.36,-1.4064,1.1068,1.2148,2.163
2.38,-2.2057,0.6455,0.982,2.499
2.4,-3.2874,0.2245,0.8982,3.415
2.42,-3.9028,0.2769,1.2529,4.108
2.44,-3.5221,0.4371,1.5749,3.883
2.46,-2.7102,0.7049,1.523,3.188
2.48,-1.6765,0.6502,0.951,2.034
2.5,-1.0337,0.636,0.5424,1.329
2.52,-1.0427,0.5863,-0.1173,1.202
2.54,-0.5974,0.2093,0.225,0.672
2.56,0.0684,0.2251,0.0468,0.24
2.58,0.2809,-0.0843,0.4027,0.498
2.6,0.3877,-0.6049,0.4976,0.874
2.62,0.6047,-0.4037,0.9752,1.216
2.64,0.6938,0.0094,0.4446,0.824
2.66,0.8973,0.2855,-0.2676,0.979
2.68,1.6295,0.4475,-0.6742,1.819
2.7,2.3009,0.4333,-0.9385,2.522
2.72,2.56,0.2664,-2.0311,3.279
2.74,2.9978,-0.3721,-3.1635,4.374
2.76,3.7429,-1.3046,-2.0129,4.446
2.78,4.8327,-1.285,-1.6865,5.277
2.8,4.5069,-0.4866,-1.0543,4.654
2.82,2.6195,-0.2777,-1.7414,3.158
2.84,-0.2735,-0.3368,-2.0366,2.082
2.86,-1.9412,-0.0673,-0.5906,2.03
2.88,-1.9877,0.2358,1.0886,2.278
2.9,-1.4888,0.4176,1.4176,2.098
2.92,-0.5483,0.51,1.2049,1.419
2.94,-0.0292,0.2932,0.9616,1.006
2.96,0.2133,-0.3038,0.2926,0.473
2.98,0.3178,-1.0202,-0.341,1.122
3.0,0.3286,-1.3043,-0.7879,1.559
3.02,-0.0583,-1.1122,-0.4973,1.22
3.04,-1.1754,-0.6332,0.204,1.351
3.06,-2.525,-0.2952,1.2383,2.828
3.08,-3.6256,-0.279,1.7783,4.048
3.1,-3.9639,-0.647,1.9567,4.468
3.12,-3.8097,-0.9605,1.6796,4.273
3.14,-3.2223,-1.1881,1.431,3.721
3.16,-2.4864,-1.1968,1.1477,2.989
3.18,-1.9578,-1.0359,0.9458,2.408
3.2,-1.3585,-0.4925,0.8361,1.669
3.22,-0.7771,-0.0731,0.8623,1.163
3.24,0.5694,0.0386,0.9602,1.117
3.26,0.8704,0.2792,0.7834,1.204
3.28,0.7985,0.3378,0.6122,1.061
3.3,0.8677,0.1081,0.6498,1.089
3.32,1.1423,-0.1283,0.3744,1.209
3.34,1.352,-0.1547,0.1626,1.371
3.36,0.8477,-0.1782,-1.6927,1.901
3.38,1.2442,-0.4122,-2.4417,2.771
3.4,3.3055,0.194,-1.5311,3.648
3.42,5.1146,1.037,-2.3388,5.719
3.44,5.527,0.9186,-2.9461,6.33
3.46,2.4869,1.4256,-2.9569,4.118
3.48,1.0626,1.4719,-1.3338,2.253
3.5,-0.4635,0.4612,-1.0108,1.204
3.52,-0.4819,-0.5922,-0.5437,0.937
3.54,0.9073,-1.1587,0.2443,1.492
3.56,1.6101,-0.8744,0.1979,1.843
3.58,1.273,-0.1455,0.0027,1.281
3.6,0.6072,0.5262,0.31,0.861
3.62,-0.2744,1.2872,0.9171,1.604
3.64,-1.1292,1.5873,1.0342,2.205
3.66,-1.9705,0.9673,0.9844,2.406
3.68,-2.7048,0.1325,0.8761,2.846
3.7,-3.651,-0.391,0.7614,3.75
3.72,-3.6162,-0.6633,1.2311,3.877
3.74,-1.7604,-0.748,1.6748,2.542
3.76,-0.4059,-0.3607,1.2692,1.381
3.78,-0.0658,0.1923,0.5269,0.565
3.8,-0.8154,0.9241,-0.0744,1.235
3.82,-1.4247,1.6418,0.4275,2.215
3.84,-1.5026,2.042,0.93,2.7
3.86,-1.1798,1.8517,0.827,2.346
3.88,-1.0337,0.9982,0.6183,1.564
3.9,-1.3332,0.3708,0.9972,1.706
3.92,-1.4188,0.0158,1.1069,1.8
3.94,-0.9282,-0.0397,1.3519,1.64
3.96,-0.28,-0.1369,0.9799,1.028
3.98,0.5038,-0.1344,0.6354,0.822
4.0,0.7646,-0.0117,-0.0559,0.767
4.02,1.5679,-0.1157,-0.7206,1.729
4.04,2.0455,0.0333,-0.7211,2.169
4.06,1.2493,0.0614,-1.5969,2.028
4.08,1.1386,-0.8032,-2.0973,2.518
4.1,1.8035,-1.6022,0.5221,2.468
4.12,2.207,-1.0305,0.8626,2.584
4.14,1.7844,0.0118,-0.9898,2.041
4.16,0.5443,-0.2184,-2.791,2.852
4.18,-0.1737,-0.3913,-3.1521,3.181
4.2,-0.2719,0.3251,-2.1644,2.205
4.22,-0.4133,0.7873,-0.8889,1.257
4.24,-0.1318,1.0792,-0.1015,1.092
4.26,0.4187,0.8671,0.3635,1.029
4.28,0.4159,0.0731,-0.1076,0.436
4.3,0.3869,-0.726,-0.6023,1.02
4.32,0.6431,-0.9066,-0.3528,1.166
4.34,1.0181,-0.605,0.0854,1.187
4.36,1.1204,-0.4282,0.2936,1.235
4.38,0.8421,-0.2149,0.3707,0.945
4.4,0.4196,-0.0784,0.0821,0.435
4.42,0.0142,-0.0584,-0.1459,0.158
4.44,-0.3119,-0.1413,-0.0424,0.345
4.46,-0.6171,-0.2401,-0.0455,0.664
4.48,-0.6476,-0.3107,0.244,0.759
4.5,-1.3394,-0.375,0.3581,1.436
4.52,-2.2391,-0.3469,0.6208,2.349
4.54,-2.5842,-0.6292,1.1444,2.895
4.56,-2.7186,-0.878,1.5148,3.234
4.58,-2.6724,-0.9235,1.3387,3.128
4.6,-2.4835,-0.8873,1.2422,2.915
4.62,-2.6061,-0.652,1.3082,2.988
4.64,-2.396,-0.3509,1.2603,2.73
4.66,-1.8422,-0.2029,1.3952,2.32
4.68,-1.1956,-0.4097,1.0213,1.625
4.7,-0.6949,-0.2692,0.7487,1.056
4.72,-0.6681,0.0549,0.1683,0.691
4.74,-0.3838,0.3812,-0.5251,0.754
4.76,0.2224,0.6436,-0.4827,0.835
4.78,1.1499,0.4393,-0.3194,1.272
4.8,1.7476,0.1155,-0.1059,1.755
4.82,1.8973,-0.3989,0.161,1.945
4.84,1.1833,-0.7315,0.3057,1.424
4.86,0.6842,-0.338,0.0046,0.763
4.88,0.8323,-0.6728,0.1003,1.075
4.9,1.0601,0.3503,-1.4828,1.856
4.92,1.7517,1.1981,-2.4637,3.252
4.94,2.4348,1.3641,-2.4794,3.733
4.96,2.2165,1.748,-1.7642,3.329
4.98,0.8926,1.0752,-1.5583,2.093
5.0,-0.3786,0.0989,-1.071,1.14
5.02,-1.5455,-0.7271,-0.3943,1.753
5.04,-1.8933,-1.361,0.2902,2.35
5.06,-1.2608,-1.2172,0.6392,1.865
5.08,-0.463,-0.859,0.4766,1.086
5.1,0.2015,-0.4367,0.0939,0.49
5.12,0.2373,0.0803,-0.1843,0.311
5.14,-0.2274,0.8409,-0.2169,0.898
5.16,-0.5534,1.1468,0.0729,1.275
5.18,-0.5929,1.0561,0.2451,1.236
5.2,-0.7802,0.8046,0.5148,1.233
5.22,-0.8056,0.2218,0.742,1.118
5.24,-0.6865,-0.291,0.933,1.194
5.26,-0.5311,-0.4471,0.9602,1.185
5.28,-0.5488,-0.3579,1.0557,1.243
5.3,-0.7329,-0.3064,1.0623,1.326
5.32,-0.7042,0.0239,1.0733,1.284
5.34,-0.4373,0.3016,0.6647,0.851
5.36,-0.0784,0.3438,0.2989,0.462
5.38,0.0395,0.3099,0.6165,0.691
5.4,-0.2554,0.1931,0.6906,0.761
5.42,-0.8254,0.0005,0.1136,0.833
5.44,-0.909,-0.2072,0.1852,0.951
5.46,-0.12,-0.102,0.3885,0.419
5.48,0.3233,0.2078,0.2768,0.474
