time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,6.1161,-1.4539,-2.0712,6.619
0.02,4.6389,-0.0742,-2.3989,5.223
0.04,2.3233,1.7765,-1.6761,3.371
0.06,0.0271,2.7633,-0.9217,2.913
0.08,-2.0416,2.2242,-1.0089,3.183
0.1,-2.9895,0.5151,-0.4323,3.064
0.12,-2.1827,-1.4871,0.4598,2.681
0.14,-0.5103,-2.4829,0.7539,2.645
0.16,0.456,-2.4964,0.9402,2.706
0.18,0.2047,-1.6427,1.7071,2.378
0.2,-0.4618,-0.366,1.8174,1.911
0.22,-0.9584,0.1663,1.4256,1.726
0.24,-1.278,0.0077,0.0677,1.28
0.26,-1.2628,-0.2597,-0.9544,1.604
0.28,-1.3733,0.0064,-0.9873,1.691
0.3,-1.4124,0.5841,-0.2133,1.543
0.32,-1.3798,0.6735,0.3937,1.585
0.34,-1.3549,0.1127,0.3711,1.409
0.36,-1.5485,-0.4959,0.1034,1.629
0.38,-1.7774,-0.7019,0.1236,1.915
0.4,-2.2035,-0.3718,0.2962,2.254
0.42,-2.4437,0.1302,0.3936,2.479
0.44,-2.7788,0.5594,1.0207,3.013
0.46,-3.1331,0.6157,1.2629,3.434
0.48,-2.86,-0.14,0.9338,3.012
0.5,-2.6591,-0.867,0.4362,2.831
0.52,-1.677,-1.334,0.2293,2.155
0.54,-0.1029,-1.1169,0.281,1.156
0.56,1.9034,-0.8176,0.6301,2.165
0.58,2.7789,0.0513,0.6243,2.849
0.6,3.2431,0.4089,-0.0434,3.269
0.62,3.1593,1.1829,-0.9264,3.498
0.64,3.931,1.4234,-0.8174,4.26
0.66,5.26,0.9068,-0.899,5.413
0.68,5.6016,-0.3977,-2.0441,5.976
0.7,4.8081,-1.0546,-2.3638,5.461
0.72,3.3936,-0.5577,-1.3618,3.699
0.74,1.9161,0.2,-0.3318,1.955
0.76,0.9453,-0.6053,-0.4009,1.192
0.78,-0.7904,-1.1651,-1.2816,1.904
0.8,-2.0347,-1.2208,-1.6332,2.881
0.82,-2.3226,-0.1989,-0.7488,2.448
0.84,-2.0001,1.0695,0.2795,2.285
0.86,-1.0115,1.6204,1.4258,2.384
0.88,-0.1406,1.0934,1.2906,1.697
0.9,0.0014,0.0741,0.506,0.511
0.92,-0.4165,-0.6139,0.36,0.825
0.94,-1.3713,-0.6273,0.5481,1.604
0.96,-2.3905,-0.275,0.7793,2.529
0.98,-3.367,0.0967,0.9401,3.497
1.0,-3.7358,0.2184,0.422,3.766
1.02,-3.4548,0.299,-0.4258,3.494
1.04,-2.7283,0.3707,-0.618,2.822
1.06,-1.8935,0.5334,-0.0275,1.967
