time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003913,-0.3906,1.0867,1.1618,1.638
0.004506,-1.5476,2.3159,2.8432,3.980
0.007036,-0.8772,0.9889,1.9255,2.336
0.012598,-0.2546,0.3243,0.7696,0.873
0.016878,-0.1478,0.1193,0.0470,0.196
0.024661,0.0017,-0.2024,-0.2224,0.301
0.026554,0.2194,-0.4262,-0.5568,0.735
0.031647,0.3726,-0.5913,-0.7865,1.052
0.040304,0.4523,-0.6704,-0.8531,1.175
0.041718,0.5543,-0.7910,-0.8642,1.296
0.046791,0.6209,-0.8385,-0.7409,1.280
0.051753,0.5966,-0.8526,-0.6190,1.211
0.056571,0.4524,-0.6922,-0.4573,0.945
0.062829,0.2315,-0.4513,-0.2346,0.559
0.066655,0.0122,-0.2360,-0.0588,0.243
0.074501,-0.1049,-0.1321,0.0468,0.175
0.076186,-0.0788,-0.1065,-0.0176,0.134
0.081931,0.0460,-0.1290,-0.1811,0.227
0.087700,0.2220,-0.1621,-0.3734,0.464
0.091311,0.3224,-0.2764,-0.4874,0.646
0.096110,0.3370,-0.3725,-0.5455,0.742
0.101232,0.3230,-0.4354,-0.5600,0.779
0.106050,0.2443,-0.5157,-0.5738,0.809
0.111069,0.1443,-0.5518,-0.6501,0.865
0.116117,0.0617,-0.5683,-0.7109,0.912
0.121265,0.0180,-0.5790,-0.6447,0.867
0.125955,-0.0308,-0.5777,-0.5220,0.779
0.131493,-0.1285,-0.5273,-0.3518,0.647
0.136573,-0.1869,-0.4680,-0.2370,0.557
0.140966,-0.2440,-0.4006,-0.1611,0.496
0.146093,-0.2659,-0.2564,-0.0889,0.380
0.154521,-0.2603,-0.0788,-0.0490,0.276
0.155937,-0.1985,0.0790,0.0139,0.214
0.160968,-0.1547,0.2254,0.1548,0.314
0.166221,-0.1197,0.3926,0.2161,0.464
0.171338,-0.0544,0.5575,0.2081,0.597
0.176346,-0.0419,0.7017,0.1601,0.721
0.181501,0.0165,0.8161,0.0701,0.819
0.188904,0.0352,0.8275,-0.0546,0.830
0.191286,0.0337,0.8309,-0.1611,0.847
0.196252,0.0430,0.8492,-0.1770,0.869
0.201536,0.0579,0.7718,-0.2149,0.803
0.205737,0.0042,0.6377,-0.2271,0.677
0.210990,-0.0849,0.5969,-0.2643,0.658
0.216081,-0.1925,0.5582,-0.3423,0.683
0.220821,-0.2636,0.4998,-0.3856,0.684
0.225575,-0.2840,0.4737,-0.4473,0.711
0.230901,-0.3328,0.4794,-0.5717,0.817
