time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.006059,-0.2107,-0.7700,-0.1401,0.811
0.006962,-0.4141,-0.1863,-0.1986,0.496
0.007701,-0.5414,0.0528,0.0024,0.544
0.008371,-0.4515,-0.0670,0.2552,0.523
0.008956,-0.3991,-0.1282,0.1859,0.459
0.015001,-0.4141,-0.0622,0.1750,0.454
0.021470,-0.4505,0.0285,0.2121,0.499
0.023634,-0.5487,0.1393,0.2210,0.608
0.028965,-0.5890,0.1436,0.2852,0.670
0.034410,-0.5260,0.1038,0.3413,0.636
0.039351,-0.5251,0.0595,0.2797,0.598
0.043746,-0.5106,0.0561,0.1155,0.527
0.049299,-0.4904,0.0855,-0.0140,0.498
0.053486,-0.4162,0.1025,-0.1275,0.447
0.058744,-0.3070,0.0491,-0.2253,0.384
0.063588,-0.2585,-0.0260,-0.2153,0.337
0.068453,-0.2126,0.0032,-0.2249,0.309
0.073727,-0.1499,0.0033,-0.2835,0.321
0.078822,-0.0634,-0.0208,-0.2846,0.292
0.085729,-0.0680,-0.0645,-0.2284,0.247
0.089353,-0.0842,-0.0830,-0.2349,0.263
0.093746,-0.0285,-0.1045,-0.2201,0.245
0.099330,0.0512,-0.1455,-0.1522,0.217
0.103614,0.0355,-0.0683,-0.0375,0.086
0.108397,-0.0153,0.0138,0.0220,0.030
0.113705,-0.0129,0.0292,0.0121,0.034
0.118604,0.0372,-0.0084,-0.0081,0.039
0.123378,0.0105,-0.0294,-0.0309,0.044
0.128390,0.0244,0.0120,-0.0430,0.051
0.133245,0.0168,0.0457,-0.0747,0.089
0.138863,0.0212,0.0438,-0.0456,0.067
0.143782,0.0618,0.0210,-0.0422,0.078
0.148363,0.0736,-0.0021,0.0082,0.074
0.153168,-0.0006,-0.0188,0.0758,0.078
0.158542,-0.0219,-0.0299,0.1161,0.122
0.164906,-0.0573,-0.0646,0.1270,0.154
0.168362,-0.1070,-0.0738,0.1206,0.177
0.173066,-0.1520,-0.0137,0.0548,0.162
0.178123,-0.1612,0.0604,-0.1161,0.208
0.183098,-0.0514,0.0230,-0.1855,0.194
0.188189,-0.0185,-0.0514,-0.1907,0.198
0.193072,-0.0431,-0.0987,-0.1801,0.210
0.201812,-0.0343,-0.1378,-0.1142,0.182
0.202795,-0.0802,-0.1530,0.0179,0.174
0.207895,-0.2021,-0.1421,0.1062,0.269
0.215306,-0.3020,-0.1048,0.1236,0.343
0.218130,-0.2701,-0.0856,0.0835,0.295
0.222926,-0.1763,-0.0272,0.0178,0.179
0.227918,-0.0755,0.0047,-0.0514,0.091
0.233142,-0.0132,0.0272,-0.0648,0.072
0.238252,-0.0492,0.0078,0.0205,0.054
0.243318,-0.0847,-0.0050,0.1172,0.145
0.248300,-0.1389,0.0384,0.1652,0.219
0.252820,-0.2071,0.0681,0.1620,0.272
0.257970,-0.2129,0.0982,0.1906,0.302
0.264347,-0.2091,0.1169,0.1701,0.294
0.268079,-0.2604,0.1295,0.1863,0.345
0.273142,-0.2781,0.1201,0.2000,0.363
0.277922,-0.2457,0.1390,0.1285,0.310
0.282858,-0.2234,0.1484,0.0145,0.269
0.287663,-0.1564,0.1177,-0.0319,0.198
0.292558,-0.1161,0.0716,-0.0772,0.157
0.300214,-0.1551,-0.0159,-0.0716,0.172
0.303209,-0.2542,-0.0554,-0.0815,0.273
0.307185,-0.2409,-0.0704,-0.1224,0.279
0.313369,-0.2255,-0.1417,-0.0899,0.281
0.317547,-0.2413,-0.2117,-0.1148,0.341
0.322324,-0.2838,-0.2373,-0.1002,0.383
0.328885,-0.3048,-0.2180,-0.0903,0.385
0.332514,-0.3137,-0.2293,-0.0852,0.398
0.337461,-0.2674,-0.1988,-0.0747,0.341
0.342383,-0.2690,-0.1778,-0.0780,0.332
0.347550,-0.2346,-0.1394,-0.0318,0.275
0.353868,-0.1736,-0.0968,-0.0555,0.206
0.357237,-0.1342,-0.0288,-0.0785,0.158
0.362563,-0.0636,0.0602,-0.0561,0.104
0.367039,0.0170,0.1232,-0.0866,0.152
0.372034,0.0401,0.1411,-0.0432,0.153
0.377080,0.0372,0.1605,0.0172,0.166
0.382050,0.0512,0.1478,0.1253,0.200
0.386961,0.0488,0.0601,0.1559,0.174
0.392276,-0.0040,0.0089,0.2212,0.221
0.399420,-0.0640,-0.0622,0.2274,0.244
0.402905,-0.1193,-0.1519,0.2847,0.344
0.407194,-0.2010,-0.2063,0.3006,0.416
0.412971,-0.2780,-0.2402,0.2716,0.457
0.416967,-0.3599,-0.2199,0.2611,0.496
0.421904,-0.4466,-0.2290,0.2988,0.584
0.426973,-0.4589,-0.2282,0.2365,0.564
0.432296,-0.3758,-0.1724,0.1309,0.434
0.436918,-0.3765,0.0913,-0.3674,0.534
0.441975,-0.4021,0.0812,-0.0941,0.421
0.446810,-0.3596,0.0691,0.3971,0.540
0.451648,-0.3040,0.1463,0.7694,0.840
0.457046,0.0038,0.1246,1.5310,1.536
0.462122,-0.2155,0.2909,1.5269,1.569
0.466724,-1.1216,0.4389,-0.0697,1.206
0.471563,-0.8504,0.3754,-0.4833,1.048
0.478359,0.0448,0.2694,-0.2713,0.385
0.481426,0.0004,-0.0141,0.2748,0.275
0.487345,-0.1511,0.0715,0.1330,0.214
0.491636,-0.0388,0.0399,0.0546,0.078
0.497750,-0.0796,-0.0068,0.0755,0.110
0.501854,-0.1106,-0.0769,0.2990,0.328
0.506528,-0.0054,-0.1491,0.2873,0.324
0.515131,0.1140,-0.2117,0.2152,0.323
