time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,0.9829,-1.5591,0.3262,1.872
0.02,0.4946,0.2601,0.4219,0.7
0.04,-0.1808,1.2845,0.8224,1.536
0.06,-1.3181,1.1147,0.5458,1.811
0.08,-1.9788,0.3993,0.6385,2.117
0.1,-1.925,0.0375,1.0529,2.194
0.12,-1.9652,0.0483,1.0051,2.208
0.14,-1.9962,0.1319,0.4414,2.049
0.16,-1.9615,0.1959,0.0452,1.972
0.18,-1.8836,0.4254,0.1924,1.941
0.2,-1.6372,0.5415,0.5053,1.797
0.22,-1.5557,0.5167,0.734,1.796
0.24,-1.665,0.3882,0.5101,1.784
0.26,-1.413,-0.111,0.0521,1.418
0.28,-0.766,-0.8166,0.1387,1.128
0.3,-0.0275,-1.3818,-0.845,1.62
0.32,0.7179,-1.1813,-2.0562,2.478
0.34,1.658,0.401,-1.5609,2.312
0.36,2.9977,1.9314,1.0642,3.721
0.38,3.6704,1.7928,2.9729,5.052
0.4,2.7818,-0.063,1.8787,3.357
0.42,2.4338,-1.8714,-1.1941,3.294
0.44,2.9896,-1.8925,-3.2902,4.832
0.46,3.0059,-0.0907,-2.7732,4.091
0.48,2.813,1.3194,-1.4765,3.44
0.5,1.1029,0.7761,-0.7302,1.534
0.52,-0.6509,-1.1709,-0.2378,1.361
0.54,-1.7246,-2.6086,-0.5651,3.178
0.56,-1.805,-2.5712,-0.8603,3.257
0.58,-1.7338,-0.9899,-0.9176,2.197
0.6,-1.1025,0.8108,-0.3723,1.418
0.62,-0.1112,1.9711,-0.0768,1.976
0.64,0.9845,1.7339,-0.1305,1.998
0.66,1.3669,0.3937,0.3939,1.476
0.68,0.7665,-1.1145,0.7147,1.53
0.7,-0.438,-1.6501,0.6418,1.824
0.72,-1.3907,-1.1492,0.651,1.918
0.74,-1.8024,-0.0956,0.8729,2.005
0.76,-2.1031,0.6284,0.8629,2.358
0.78,-2.0175,1.3886,1.0016,2.646
0.8,-1.9626,1.2521,0.7975,2.461
0.82,-1.7933,0.4499,0.6435,1.958
0.84,-1.1093,-0.3752,0.5737,1.304
0.86,-0.7805,-0.7877,0.6871,1.305
0.88,-0.7955,-0.375,0.7803,1.176
0.9,-1.2389,0.0278,0.7752,1.462
0.92,-1.1025,0.1771,0.6046,1.27
0.94,-0.7981,0.3881,0.3174,0.943
0.96,-0.4624,0.6138,0.2765,0.817
0.98,-0.3017,0.7434,0.1845,0.823
1.0,-0.1887,0.6032,0.1861,0.659
1.02,0.1385,0.2462,0.112,0.304
1.04,0.4165,-0.5324,0.1884,0.702
1.06,0.7264,-1.3513,0.267,1.557
1.08,1.8179,-1.6014,0.7605,2.539
1.1,2.5917,-0.4339,1.1756,2.879
1.12,3.0305,1.5892,1.4151,3.703
1.14,2.7389,2.8919,0.9079,4.085
1.16,1.2984,1.6957,-1.217,2.458
1.18,1.5506,-1.7797,-4.0035,4.647
1.2,2.1051,-4.0982,-4.3298,6.322
1.22,1.2299,-2.9087,-3.5631,4.761
1.24,0.1944,0.4392,-2.4494,2.496
1.26,0.24,3.5118,-1.4029,3.789
1.28,0.1074,5.0264,0.0014,5.028
1.3,-0.7187,3.149,1.2177,3.452
1.32,-0.9738,-0.8307,1.2395,1.782
1.34,-0.2569,-3.9769,0.299,3.996
1.36,1.2468,-4.5814,-0.0067,4.748
1.38,1.5158,-2.7282,-0.0879,3.122
1.4,0.8535,-0.4203,-0.2804,0.992
1.42,0.2657,1.1982,-0.2716,1.257
1.44,-1.3684,1.8854,-0.0192,2.33
1.46,-2.118,1.2894,0.213,2.489
1.48,-2.2933,0.3669,0.6456,2.411
1.5,-2.3114,-0.1995,0.8843,2.483
1.52,-2.4086,-0.2701,0.772,2.544
1.54,-2.3606,-0.0406,0.5441,2.423
1.56,-2.3024,0.5119,0.3257,2.381
1.58,-1.8829,0.8249,0.3037,2.078
1.6,-1.2682,0.9264,0.3966,1.62
1.62,-1.2447,0.1611,0.5625,1.375
1.64,-1.5483,-0.3046,0.796,1.767
1.66,-1.2184,-0.83,0.8344,1.694
1.68,-0.5117,-1.0884,0.8997,1.502
1.7,-0.0223,-1.0283,-0.2286,1.054
1.72,0.597,-0.5524,-1.3108,1.543
1.74,1.5605,0.5848,-1.3949,2.173
1.76,2.7532,1.7183,0.7641,3.334
1.78,4.0471,1.4459,3.0227,5.254
1.8,3.3116,-0.1421,2.6889,4.268
1.82,2.5416,-2.0607,0.0023,3.272
1.84,3.2618,-2.7977,-2.4176,4.931
1.86,3.2503,-0.8088,-3.4136,4.782
1.88,3.5279,1.0073,-2.735,4.576
1.9,1.7882,1.3639,-2.2305,3.167
1.92,-0.6002,0.0583,-1.1038,1.258
1.94,-1.7654,-1.3675,-0.0708,2.234
1.96,-2.3568,-2.3942,-0.3356,3.376
1.98,-2.3841,-1.7475,-0.8703,3.081
2.0,-1.3505,0.2688,-0.3567,1.422
2.02,0.1046,2.2867,0.2765,2.306
2.04,1.0169,2.9794,0.2905,3.162
2.06,1.1995,1.6271,0.3486,2.051
2.08,0.5416,-0.6633,0.4472,0.966
2.1,-1.029,-1.7693,0.1633,2.053
2.12,-1.5368,-1.5239,0.3238,2.188
2.14,-1.9442,-0.5002,0.8457,2.178
2.16,-1.6958,0.2465,1.2986,2.15
2.18,-1.8166,0.617,1.3675,2.356
2.2,-1.5655,0.5857,0.9246,1.91
2.22,-1.4777,0.2828,0.4895,1.582
2.24,-1.2814,-0.1239,0.4164,1.353
2.26,-1.5199,-0.2076,0.1692,1.543
2.28,-1.3757,-0.1054,0.4549,1.453
2.3,-1.021,0.3662,0.803,1.35
2.32,-0.6842,0.4677,0.745,1.114
2.34,-0.5712,0.0581,0.4451,0.727
2.36,-0.4336,-0.4025,0.011,0.592
2.38,-0.2738,-0.2069,0.046,0.346
2.4,-0.1381,0.3944,0.599,0.73
2.42,-0.1889,0.6218,0.4971,0.818
2.44,0.1566,-0.4054,-0.1492,0.459
2.46,1.8092,-1.7985,-0.2233,2.561
2.48,3.2172,-1.4535,0.46,3.56
2.5,3.5416,0.5374,1.3948,3.844
2.52,2.5828,2.6311,1.3682,3.933
2.54,1.7144,2.5338,0.606,3.119
2.56,1.1819,0.2457,-1.4773,1.908
2.58,1.7678,-2.5209,-3.2245,4.458
2.6,2.8204,-3.7239,-4.0326,6.171
2.62,0.5375,-0.7701,-4.0605,4.168
2.64,-0.0444,2.5632,-2.3572,3.483
2.66,-0.5559,4.5722,-0.7902,4.673
2.68,-0.2126,3.9643,0.8157,4.053
2.7,-0.5158,0.9204,1.1212,1.54
2.72,-0.3996,-2.6888,0.6475,2.794
2.74,-0.1491,-4.502,0.2545,4.512
2.76,1.2233,-3.9522,-0.025,4.137
2.78,0.4965,-1.1644,0.1782,1.278
2.8,0.0682,0.9442,0.5026,1.072
2.82,-0.8418,1.7975,0.4687,2.039
2.84,-1.3934,1.2106,0.5171,1.917
2.86,-2.0014,0.3614,0.6905,2.148
2.88,-2.0723,-0.398,0.7108,2.227
2.9,-2.2234,-0.4133,0.6548,2.354
2.92,-1.7525,-0.2068,0.6754,1.89
2.94,-1.5156,0.4921,0.6242,1.711
2.96,-1.3801,0.9962,0.6078,1.807
2.98,-1.1443,0.9081,0.6015,1.58
3.0,-1.1393,0.4395,0.5894,1.356
3.02,-1.2034,-0.0483,0.7105,1.398
3.04,-1.349,-0.4287,0.4764,1.493
3.06,-0.9105,-0.9373,0.4703,1.389
3.08,-0.3437,-1.2051,0.4056,1.317
3.1,0.4129,-1.2753,-0.5128,1.435
3.12,0.5892,-0.4113,-1.5517,1.71
3.14,1.4559,1.0032,-0.3763,1.808
3.16,2.9076,1.3716,2.1154,3.848
3.18,3.2776,0.2992,2.8408,4.348
3.2,2.1819,-1.1849,1.7197,3.02
3.22,1.6213,-2.2849,0.7679,2.905
3.24,1.2958,-1.6541,-0.2351,2.114
3.26,1.2117,0.1341,-1.4493,1.894
3.28,1.1683,2.1311,-3.581,4.328
3.3,1.2853,2.3898,-4.9708,5.663
3.32,1.8584,0.407,-4.5704,4.951
3.34,1.2907,-1.2573,-2.9557,3.462
3.36,0.73,-2.2509,-0.6167,2.445
3.38,-0.4087,-2.034,1.1698,2.382
3.4,-1.9006,-0.7642,1.3399,2.448
3.42,-1.5649,0.4723,0.7211,1.787
3.44,0.1075,1.2319,-0.0177,1.237
3.46,1.1722,1.5217,-0.4777,1.979
