time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,0.6911,-0.075,-0.4831,0.846
0.02,2.4574,0.3391,-1.2768,2.79
0.04,2.6251,0.7333,-1.0654,2.926
0.06,0.7524,0.6954,-0.3369,1.078
0.08,-0.9092,-0.0382,0.5703,1.074
0.1,-2.5109,-0.959,1.2532,2.966
0.12,-3.4798,-1.2927,1.544,4.02
0.14,-3.3871,-0.9804,1.6152,3.878
0.16,-2.0103,-0.1385,1.0193,2.258
0.18,-0.928,0.5611,0.1174,1.091
0.2,-0.3401,0.8876,0.1177,0.958
0.22,-0.3657,0.5066,0.6274,0.885
0.24,-1.0248,-0.0661,1.1197,1.519
0.26,-1.5316,-0.016,1.4698,2.123
0.28,-1.1988,0.0616,1.3244,1.787
0.3,-0.2437,0.1735,0.6199,0.688
0.32,0.8224,0.2715,0.1512,0.879
0.34,0.8613,0.3059,-0.0304,0.915
0.36,0.6732,0.5379,0.2214,0.89
0.38,0.5323,0.3982,0.5226,0.846
0.4,1.3388,0.0904,0.6436,1.488
0.42,1.7813,-0.3014,0.7353,1.95
0.44,2.1965,-0.3047,0.3879,2.251
0.46,2.5383,1.1338,-1.3934,3.11
0.48,1.7183,0.5645,-2.8417,3.368
0.5,1.0809,-0.6453,-3.7609,3.966
0.52,0.1456,-1.2071,-3.0967,3.327
0.54,-0.24,-0.2489,-1.8652,1.897
0.56,0.7966,1.5077,-0.6272,1.817
0.58,1.4676,2.1573,-0.5267,2.662
0.6,1.0218,1.146,0.1863,1.547
0.62,0.3547,-0.8725,0.7629,1.212
0.64,0.272,-2.4267,0.4665,2.486
0.66,-0.3989,-2.3742,-0.3214,2.429
0.68,-1.2159,-0.6727,-0.1138,1.394
0.7,-2.0568,1.2176,0.9502,2.572
0.72,-2.6713,1.6466,1.2789,3.389
0.74,-2.3214,0.8712,0.5736,2.545
0.76,-1.8199,0.0663,0.2079,1.833
0.78,-1.4442,-0.1729,0.2603,1.478
0.8,-1.224,0.2601,0.5357,1.361
0.82,-1.4015,0.55,1.1792,1.912
0.84,-1.5719,0.4384,1.2589,2.061
0.86,-1.4399,-0.1953,0.8974,1.708
0.88,-0.7092,-0.8005,0.9128,1.406
0.9,0.0851,-1.2459,0.741,1.452
0.92,0.3312,-1.1434,0.0451,1.191
0.94,-0.0959,0.159,-0.323,0.373
0.96,-0.3924,0.966,0.5298,1.17
0.98,0.5504,0.5731,0.3793,0.881
1.0,2.32,-0.065,-0.0764,2.322
1.02,3.0653,0.1023,0.3258,3.084
1.04,2.8819,-0.1359,1.8464,3.425
1.06,1.9312,-1.1343,1.6937,2.808
1.08,2.3487,-1.7791,-0.805,3.054
1.1,3.5251,-0.9368,-5.795,6.847
1.12,1.985,-0.0377,-4.6488,5.055
1.14,-0.3092,0.4922,-1.7362,1.831
1.16,-1.8345,0.6838,0.2531,1.974
1.18,-1.7944,0.5118,1.153,2.193
1.2,-0.5121,-0.2318,-0.3083,0.641
1.22,1.3195,-0.8897,-0.4315,1.649
1.24,1.2264,-1.4118,-0.146,1.876
1.26,0.3359,-0.6164,0.003,0.702
1.28,-1.3283,0.5643,-0.0776,1.445
1.3,-2.5914,0.6898,0.5752,2.743
1.32,-3.608,-0.1865,1.5064,3.914
1.34,-3.4453,-0.9626,1.8984,4.05
1.36,-2.5653,-0.7955,1.207,2.945
1.38,-0.5323,-0.4363,0.5163,0.86
1.4,0.5507,-0.0933,0.337,0.652
1.42,0.237,-0.0728,0.5388,0.593
1.44,-0.5931,-0.2369,1.1503,1.316
1.46,-1.441,-0.1131,1.1156,1.826
1.48,-1.0847,0.2656,0.717,1.327
1.5,-0.1429,0.5814,0.4313,0.738
1.52,0.7819,0.6471,0.2451,1.044
1.54,1.373,0.5092,0.1215,1.469
1.56,1.0447,0.248,-0.1484,1.084
1.58,0.6259,0.0577,-0.0917,0.635
1.6,0.428,-0.1432,0.1665,0.481
1.62,0.7071,-0.0358,0.7122,1.004
1.64,1.0554,0.0044,0.9378,1.412
1.66,1.257,0.2523,-0.3881,1.339
1.68,3.7416,1.6793,-1.6828,4.433
1.7,4.8284,1.2456,-2.2673,5.478
1.72,3.2419,-1.4362,-3.2948,4.84
1.74,0.9695,-2.1975,-3.0243,3.862
1.76,-1.4351,-1.0667,-1.9327,2.633
1.78,-2.7213,0.9491,-0.6089,2.946
1.8,-2.7712,2.071,0.8682,3.567
1.82,-1.8564,1.7798,1.5679,3.012
1.84,-0.1649,0.4843,0.6105,0.797
1.86,1.1346,-1.2359,-0.8078,1.862
1.88,1.8708,-1.9813,-1.0081,2.905
1.9,0.8823,-1.2077,-0.3805,1.543
1.92,-0.7682,-0.114,0.4684,0.907
