time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003887,0.0460,-0.2208,0.0834,0.240
0.004722,-0.0553,-0.1317,0.1265,0.191
0.005149,-0.0991,-0.0665,0.1635,0.202
0.012143,-0.1454,-0.0591,0.2079,0.260
0.015672,-0.1698,-0.0714,0.1997,0.272
0.021474,-0.1634,-0.0421,0.1992,0.261
0.024215,-0.1908,-0.0182,0.2058,0.281
0.029766,-0.2232,-0.0422,0.1630,0.280
0.038186,-0.2680,-0.0291,0.1471,0.307
0.040705,-0.3156,-0.0055,0.1322,0.342
0.044573,-0.2870,0.0395,0.1489,0.326
0.049678,-0.3306,0.0605,0.1141,0.355
0.054298,-0.3747,0.1106,0.1466,0.417
0.059163,-0.3712,0.0819,0.1569,0.411
0.064135,-0.3317,0.0290,0.1065,0.350
0.072088,-0.3094,0.0236,0.0214,0.311
0.074112,-0.3236,0.0538,-0.0172,0.329
0.078885,-0.2640,0.0695,-0.0112,0.273
0.085461,-0.1518,0.0599,0.0001,0.163
0.089233,-0.1089,0.0172,-0.0365,0.116
0.094033,-0.0732,-0.0076,-0.0580,0.094
0.099663,-0.0398,-0.0614,-0.0727,0.103
0.104030,-0.0181,-0.1030,-0.0893,0.138
0.109415,-0.0056,-0.1238,-0.1150,0.169
0.114050,0.0070,-0.1114,-0.0991,0.149
0.120625,0.0463,-0.1332,-0.0818,0.163
0.123708,0.0740,-0.1410,-0.0943,0.185
0.128777,0.1162,-0.1886,-0.0027,0.222
0.134406,0.1306,-0.1824,-0.0047,0.224
0.139770,0.1019,-0.1917,-0.0279,0.219
0.143614,0.0614,-0.2002,-0.0229,0.211
0.148856,0.0810,-0.1620,0.0178,0.182
0.153527,0.1413,-0.1439,0.1013,0.226
0.158658,0.1683,-0.1380,0.2087,0.302
0.164517,0.1908,-0.0718,0.2504,0.323
0.171565,0.0885,-0.0130,0.2470,0.263
0.173366,-0.0334,0.0523,0.1730,0.184
0.178385,-0.1057,0.1098,0.1243,0.197
0.184251,-0.1617,0.1315,0.0844,0.225
0.188515,-0.1581,0.1083,0.0884,0.211
0.193462,-0.1328,0.1016,0.0854,0.188
0.198536,-0.1410,0.0812,0.0809,0.182
0.204045,-0.1419,0.0771,0.0751,0.178
0.208673,-0.1332,0.0687,0.0489,0.158
0.213628,-0.1175,0.0422,-0.0083,0.125
0.218492,-0.1041,0.0015,-0.1138,0.154
0.223715,-0.0430,-0.0112,-0.1087,0.117
0.228465,-0.0343,0.0393,-0.0718,0.089
0.233777,-0.0305,0.0406,-0.0729,0.089
0.238006,-0.0553,0.0300,-0.0917,0.111
0.243212,-0.0657,0.0086,-0.0205,0.069
0.248138,-0.1140,-0.0274,-0.0199,0.119
0.253267,-0.1455,-0.0527,-0.0480,0.162
0.258049,-0.1337,-0.0683,-0.0518,0.159
0.263149,-0.1243,-0.1351,-0.0819,0.201
0.270713,-0.1386,-0.1703,-0.0909,0.238
0.273373,-0.1000,-0.1352,-0.0692,0.182
0.278036,-0.0111,-0.0577,-0.1135,0.128
0.283492,0.0893,-0.0060,-0.0651,0.111
0.288154,0.1251,-0.0134,-0.0190,0.127
0.292978,0.1300,-0.0484,-0.0065,0.139
0.300603,0.1208,-0.0684,0.1193,0.183
0.302928,0.0449,-0.0727,0.1778,0.197
0.307893,-0.0738,-0.0698,0.2333,0.254
0.313346,-0.1756,-0.0428,0.2458,0.305
0.318105,-0.2486,-0.0486,0.1888,0.316
0.322982,-0.2811,-0.0365,0.1792,0.335
0.328573,-0.2873,-0.0392,0.1798,0.341
0.333261,-0.2959,-0.0560,0.1810,0.351
0.337703,-0.2830,-0.0566,0.1514,0.326
0.342647,-0.2775,-0.0474,0.1135,0.304
0.349646,-0.2915,-0.0774,0.0941,0.316
0.352811,-0.2912,-0.0788,0.0746,0.311
0.357651,-0.2792,-0.0588,0.1005,0.302
0.362946,-0.2743,-0.0239,0.1000,0.293
0.367715,-0.2554,0.0106,0.1293,0.286
0.372659,-0.1983,0.0419,0.1330,0.242
0.377393,-0.1604,0.0321,0.0964,0.190
0.386006,-0.1658,0.0523,0.1037,0.202
0.387557,-0.1472,0.0494,0.1129,0.192
0.392606,-0.1119,0.0059,0.0904,0.144
0.398157,-0.1075,0.0234,0.0940,0.145
0.402334,-0.1271,0.0271,0.1282,0.183
0.407552,-0.1012,0.0352,0.1276,0.167
0.412611,-0.0609,0.0114,0.1095,0.126
0.417671,-0.0420,-0.0207,0.0800,0.093
0.422155,-0.0374,-0.0337,0.0639,0.081
0.427606,0.0342,-0.0436,0.0075,0.056
0.434070,0.1010,-0.0392,-0.0471,0.118
0.437211,0.0982,-0.0527,-0.1295,0.171
0.442353,0.1481,-0.0676,-0.1541,0.224
0.447995,0.1142,-0.0677,-0.1135,0.175
0.452094,0.1044,-0.0440,-0.0869,0.143
0.457039,0.0707,0.0112,-0.0183,0.074
0.464138,0.0271,0.0308,0.0627,0.075
0.467038,-0.0522,0.0709,0.0978,0.132
0.472466,-0.0599,0.1130,0.1082,0.168
0.477077,-0.0414,0.1115,0.0863,0.147
0.483850,-0.0396,0.1393,0.0468,0.152
0.487335,0.0075,0.1318,0.0818,0.155
0.492020,0.0955,0.0844,0.1555,0.201
0.497821,0.1886,0.0431,0.1135,0.224
0.502124,0.1765,0.0044,0.1044,0.205
0.506951,0.1071,-0.0052,0.1114,0.155
0.513462,-0.0029,0.0144,0.1986,0.199
0.516902,-0.0793,0.0229,0.2686,0.281
0.522271,-0.1987,0.0386,0.3220,0.380
0.527321,-0.2749,0.0203,0.3729,0.464
0.532640,-0.3628,0.0066,0.3666,0.516
0.537083,-0.4100,-0.0533,0.3412,0.536
0.541992,-0.7920,0.2879,0.4853,0.973
0.547391,-0.6220,0.0984,0.2645,0.683
0.552240,-0.2962,-0.2414,0.0026,0.382
0.556718,-0.2214,-0.2955,-0.1878,0.414
0.563419,-0.1805,-0.3018,-0.2581,0.436
0.566519,-0.1157,-0.2476,-0.1929,0.335
0.571860,0.1046,-0.2008,-0.2636,0.347
0.576734,0.0369,-0.2076,-0.1594,0.264
0.581707,-0.0591,-0.0855,-0.0729,0.127
0.586685,-0.0645,0.0409,-0.0615,0.098
0.591360,0.0110,0.2052,-0.1879,0.278
0.599861,0.1553,0.0666,-0.0947,0.194
0.601471,0.2214,-0.0819,0.0371,0.239
0.606288,0.2668,-0.1604,0.0753,0.320
0.612039,0.3101,-0.2083,0.1682,0.410
0.616262,0.2796,-0.1755,0.1443,0.360
0.622294,0.1077,-0.0652,-0.0306,0.130
0.626369,0.1724,-0.0110,0.0844,0.192
0.631934,0.1316,0.0350,0.1713,0.219
0.635975,0.0116,0.0105,0.1108,0.112
0.641482,-0.0938,-0.0445,0.0155,0.105
0.648651,-0.1703,-0.1031,-0.0280,0.201
0.652005,-0.1363,-0.1580,-0.0864,0.226
0.656666,-0.0949,-0.1939,-0.0728,0.228
0.662155,-0.0509,-0.1917,-0.0751,0.212
0.666152,-0.0237,-0.2290,-0.0919,0.248
0.671595,-0.0418,-0.2331,-0.1006,0.257
0.676084,-0.0502,-0.2014,-0.0850,0.224
0.683284,-0.0780,-0.1753,-0.0853,0.210
0.685997,-0.1011,-0.1493,-0.0065,0.180
0.690957,-0.1340,-0.1282,0.0134,0.186
0.695917,-0.1981,-0.0829,0.0084,0.215
0.700734,-0.2290,-0.0415,0.0052,0.233
0.705932,-0.2338,0.0366,-0.0274,0.238
0.713148,-0.2726,0.1102,-0.0508,0.298
0.716280,-0.3118,0.1842,-0.0393,0.364
0.721675,-0.3059,0.2181,-0.0016,0.376
0.725997,-0.3025,0.2346,0.0096,0.383
0.731174,-0.3064,0.2730,0.0607,0.415
0.735669,-0.2769,0.2673,0.1193,0.403
0.740740,-0.2713,0.2761,0.1705,0.423
0.746231,-0.2802,0.2769,0.1763,0.432
0.750804,-0.2793,0.2777,0.2361,0.459
0.755652,-0.2473,0.2500,0.2304,0.420
0.761441,-0.2319,0.2176,0.2607,0.411
0.766151,-0.1780,0.1332,0.2375,0.325
0.771014,-0.1309,0.0827,0.2019,0.254
0.776113,-0.1003,0.0276,0.2145,0.238
0.780625,-0.0647,-0.0297,0.1919,0.205
0.785480,0.0094,-0.0817,0.1633,0.183
0.790375,0.0454,-0.1126,0.1269,0.176
0.797553,0.0504,-0.1144,0.1195,0.173
0.800754,0.0698,-0.1614,0.1340,0.221
0.805350,0.0414,-0.1731,0.1562,0.237
0.810262,0.0203,-0.1905,0.1496,0.243
0.815176,0.0112,-0.2226,0.1119,0.249
0.820690,0.0167,-0.2396,0.0747,0.252
0.826478,-0.0040,-0.2288,0.0524,0.235
0.830572,-0.0272,-0.1424,0.0102,0.145
0.835616,-0.0841,-0.1159,-0.0234,0.145
0.840490,-0.0525,-0.0294,0.0107,0.061
0.849690,0.0146,0.0229,0.0825,0.087
0.850592,0.0814,0.0264,0.1631,0.184
0.855483,0.1337,0.0597,0.1104,0.183
0.862231,0.1738,0.1367,0.0670,0.231
0.865470,0.2184,0.1241,0.1061,0.273
0.869959,0.2151,0.1778,0.1368,0.311
0.879552,0.1326,0.1488,0.1268,0.236
0.880231,0.0717,0.1016,0.1728,0.213
0.885115,0.0086,0.1101,0.0766,0.134
0.889972,-0.0449,0.1146,0.0395,0.129
0.895333,-0.1533,0.1734,-0.0541,0.238
0.900248,-0.1899,0.2222,-0.1421,0.325
0.904922,-0.1832,0.2501,-0.1510,0.345
0.910140,-0.1956,0.2851,-0.1620,0.382
0.915347,-0.1839,0.3119,-0.0879,0.373
0.920050,-0.1362,0.3482,-0.0061,0.374
0.925339,-0.0957,0.3670,0.0799,0.388
0.929764,-0.1030,0.3962,0.1221,0.427
0.934643,-0.1366,0.4061,0.1932,0.470
0.939573,-0.1772,0.3915,0.2566,0.501
0.948254,-0.2153,0.3884,0.2393,0.504
0.949986,-0.2939,0.3383,0.2684,0.522
0.954934,-0.4035,0.2721,0.2966,0.570
0.959607,-0.4701,0.2556,0.2953,0.611
0.964921,-0.5077,0.2462,0.3083,0.643
0.969747,-0.5741,0.2054,0.3146,0.686
0.979156,-0.6332,0.1978,0.3627,0.756
0.979919,-0.6564,0.2041,0.4153,0.803
0.984928,-0.6962,0.1606,0.4620,0.851
0.991447,-0.7384,0.1512,0.4436,0.875
0.994070,-0.7470,0.1268,0.4355,0.874
0.999296,-0.7268,0.1392,0.3960,0.839
1.004309,-0.7231,0.1444,0.2884,0.792
1.010735,-0.7435,0.1093,0.2366,0.788
1.014926,-0.7402,0.1215,0.1449,0.764
1.021503,-0.6868,0.1120,0.0581,0.698
1.026095,-0.6001,0.0878,0.0123,0.607
1.031711,-0.4923,0.1127,0.0157,0.505
1.034005,-0.3533,0.0985,0.0254,0.368
1.039371,-0.1809,0.0988,0.0094,0.206
1.044161,-0.0637,0.0787,-0.0019,0.101
1.049086,0.0893,0.0274,0.0024,0.093
1.054237,0.2995,0.0073,0.0345,0.302
1.058881,0.4354,-0.0540,0.0292,0.440
1.063733,0.5975,-0.0885,0.0655,0.608
1.069144,0.7596,-0.1560,0.0969,0.781
1.076614,0.8928,-0.2333,0.0878,0.927
1.080961,0.9804,-0.2502,0.0557,1.013
1.083730,1.0513,-0.3027,0.0576,1.096
1.089995,1.0791,-0.3786,0.0860,1.147
1.094130,1.1069,-0.4427,0.0965,1.196
1.098658,1.0319,-0.4578,0.1408,1.138
1.103802,0.9212,-0.4277,0.0897,1.020
1.109242,0.8059,-0.4300,0.1041,0.919
1.113655,0.6262,-0.3996,0.1026,0.750
1.118653,0.4276,-0.3202,0.0930,0.542
1.124466,0.2268,-0.2595,0.0662,0.351
1.128636,0.0022,-0.2064,0.0738,0.219
1.133770,-0.1768,-0.1625,0.0576,0.247
1.139649,-0.3556,-0.0789,0.0443,0.367
1.143835,-0.4889,-0.0381,0.0245,0.491
1.148655,-0.5671,-0.0154,0.0594,0.570
1.153792,-0.6499,0.0219,0.0848,0.656
1.158728,-0.7015,0.0386,0.1021,0.710
1.163506,-0.7483,0.0771,0.0477,0.754
1.168617,-0.7857,0.0851,0.0340,0.791
1.176883,-0.7897,0.0987,-0.0069,0.796
1.178427,-0.7653,0.0839,-0.0079,0.770
1.183642,-0.7171,0.0955,-0.0132,0.724
1.189881,-0.6810,0.0744,-0.0553,0.687
1.193607,-0.6142,0.0452,-0.1000,0.624
1.198450,-0.5620,0.0112,-0.1571,0.584
1.203314,-0.5295,-0.0533,-0.2086,0.572
1.208551,-0.4231,-0.0924,-0.2723,0.512
1.213499,-0.3505,-0.1226,-0.3424,0.505
1.218179,-0.2590,-0.1666,-0.3690,0.481
1.223821,-0.1819,-0.1660,-0.4021,0.472
1.228678,-0.1165,-0.1340,-0.4302,0.465
1.233563,-0.0675,-0.1188,-0.4234,0.445
1.238739,-0.0565,-0.1169,-0.3659,0.388
