time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005231,0.1091,-0.3232,-0.0446,0.344
0.006133,0.1243,-0.3184,-0.0127,0.342
0.006823,0.0942,-0.3068,0.0182,0.321
0.011761,0.0643,-0.2054,0.1875,0.285
0.013797,-0.0157,-0.1466,0.3004,0.335
0.021339,-0.0954,-0.0499,0.4271,0.441
0.023256,-0.2181,-0.0124,0.4786,0.526
0.032449,-0.2712,0.0212,0.4950,0.565
0.033208,-0.3436,0.0416,0.4875,0.598
0.037959,-0.3778,0.1234,0.4340,0.589
0.042814,-0.4629,0.0672,0.4348,0.639
0.047875,-0.4068,0.0390,0.3076,0.511
0.052897,-0.3850,0.0475,0.2218,0.447
0.058232,-0.3854,0.1038,0.1730,0.435
0.063032,-0.3098,0.1973,0.1549,0.399
0.067791,-0.2371,0.2534,0.1579,0.381
0.072945,-0.2147,0.2664,0.2163,0.405
0.078576,-0.2543,0.3790,0.2239,0.508
0.082855,-0.2724,0.3494,0.2154,0.493
0.087749,-0.2377,0.1273,0.2073,0.340
0.094650,-0.2939,-0.0534,0.1741,0.346
0.098514,-0.3910,-0.1222,0.1724,0.444
0.102762,-0.4999,-0.1315,0.1460,0.537
0.107515,-0.4964,-0.1078,0.0987,0.517
0.112912,-0.4427,-0.1498,0.0569,0.471
0.117917,-0.3818,-0.2213,-0.0143,0.442
0.122779,-0.3065,-0.2605,-0.0931,0.413
0.131403,-0.2670,-0.2037,-0.1535,0.369
0.132480,-0.2562,-0.1621,-0.1524,0.339
0.137385,-0.1659,-0.1438,-0.1441,0.263
0.144374,-0.1209,-0.1563,-0.1297,0.236
0.147611,-0.0924,-0.2256,-0.1506,0.287
0.152661,-0.0444,-0.2272,-0.1625,0.283
0.157427,-0.0105,-0.2582,-0.1972,0.325
0.162657,-0.0099,-0.2635,-0.1832,0.321
0.167322,0.0172,-0.2020,-0.1672,0.263
0.172414,0.0875,-0.1122,-0.1462,0.204
0.177709,0.2271,-0.0562,-0.1760,0.293
0.182920,0.3261,0.0185,-0.1818,0.374
0.187757,0.3412,0.0942,-0.1513,0.385
0.193910,0.3034,0.1735,-0.1549,0.382
0.197382,0.1794,0.1106,-0.6407,0.674
0.202193,0.2771,-0.0903,-0.7977,0.849
0.207023,0.3205,0.0746,0.0381,0.331
0.212451,0.2622,0.1390,0.4170,0.512
0.217230,0.3437,0.0305,0.4613,0.576
0.222392,0.5403,-0.1432,0.5105,0.757
0.229619,0.5864,-0.1558,0.4789,0.773
0.232597,0.3168,0.0089,0.3928,0.505
0.236822,0.0427,0.1729,0.3322,0.377
0.243449,-0.1043,0.2837,0.2806,0.412
0.246892,-0.6317,0.1787,0.2544,0.704
0.252159,-0.2179,0.2127,-0.0379,0.307
0.257354,-0.1582,0.1833,0.1989,0.313
0.262122,-0.5271,0.2912,0.1184,0.614
0.267018,-0.6252,0.2044,-0.6509,0.925
0.272058,-0.7471,-0.0438,-0.9476,1.207
0.276735,-0.7727,-0.1799,-0.6911,1.052
0.282421,-0.4274,-0.2170,-0.2499,0.541
0.287051,0.0226,-0.2571,0.2638,0.369
0.292731,0.1751,-0.2524,0.5610,0.640
0.298276,0.0332,-0.0823,0.5021,0.510
0.301785,-0.1416,0.0835,0.3693,0.404
0.308393,-0.1654,0.2590,0.3444,0.462
0.311485,-0.1074,0.3166,0.2156,0.398
0.316508,-0.0732,0.2694,-0.0024,0.279
0.322321,0.0113,0.2295,-0.1524,0.276
0.326801,0.1053,0.2116,-0.1669,0.289
0.331610,0.0964,0.2502,-0.1264,0.296
0.336252,0.0638,0.1301,-0.0373,0.150
0.344762,-0.0357,-0.0209,0.0211,0.046
0.351280,-0.1351,-0.1223,0.0979,0.207
0.351992,-0.1911,-0.1810,0.1080,0.284
0.357795,-0.2684,-0.1871,0.1320,0.353
0.361547,-0.3645,-0.1405,0.0794,0.399
0.366702,-0.4725,-0.0986,0.0736,0.488
0.371385,-0.5370,-0.1083,0.0528,0.550
0.376466,-0.6135,-0.1765,0.0154,0.639
0.381491,-0.7140,-0.2884,-0.0106,0.770
0.386912,-0.7691,-0.3833,-0.0501,0.861
0.391358,-0.7644,-0.3478,0.0014,0.840
0.396064,-0.7234,-0.3436,0.0955,0.807
0.401239,-0.7248,-0.3810,0.0808,0.823
0.407171,-0.6952,-0.3944,-0.0498,0.801
0.411354,-0.7815,-0.3695,-0.3017,0.916
0.416009,-0.8240,-0.4429,-0.5141,1.067
0.420943,-0.7000,-0.5284,-0.6573,1.096
0.425974,-0.4375,-0.5287,-0.6786,0.965
0.431071,-0.1555,-0.4523,-0.5455,0.726
0.435854,0.0965,-0.3914,-0.2842,0.493
0.443906,0.2450,-0.2603,-0.1083,0.374
0.446470,0.2916,-0.1502,0.0897,0.340
0.450922,0.2558,0.0806,0.1892,0.328
0.457059,0.2133,0.1712,0.4091,0.492
0.462193,0.0051,-0.0954,0.6165,0.624
0.466043,-0.3920,-0.2650,0.5852,0.753
0.470730,-0.8482,-0.1476,0.2936,0.910
0.476127,-1.0196,0.0927,0.0049,1.024
0.481170,-0.8617,0.1621,-0.1173,0.885
0.486275,-0.6171,0.1774,-0.1498,0.659
0.492815,-0.6060,0.2301,-0.2224,0.685
0.498238,-0.6490,0.3725,-0.3459,0.824
0.500525,-0.3826,0.5552,-0.4646,0.819
0.505881,0.2557,0.5806,-0.3957,0.748
0.510410,0.7288,0.4653,-0.3289,0.925
0.515983,0.9838,0.2430,-0.1831,1.030
0.520527,1.1412,0.0292,-0.1387,1.150
0.525383,1.3102,-0.1237,-0.1606,1.326
0.530760,1.4663,-0.1621,-0.0934,1.478
0.535280,1.4598,-0.1359,-0.0202,1.466
0.542244,1.1903,-0.2248,-0.1206,1.217
0.546119,0.4505,-0.2795,-0.6751,0.858
0.550841,-0.1373,-0.7266,-1.5792,1.744
0.556859,-0.5488,-1.3711,-2.5387,2.937
0.560687,-1.9228,-0.9369,-2.3198,3.155
0.565946,-2.5178,-0.2823,-2.4187,3.503
0.572046,-2.0586,-0.3422,-1.7153,2.701
0.575472,-1.6036,-0.3908,-1.0507,1.957
0.580218,-0.5810,-0.0686,-0.6181,0.851
0.585747,0.5540,0.4448,-0.1567,0.728
0.590700,1.9870,0.7752,0.4683,2.184
0.595419,3.0661,0.8544,1.0045,3.338
0.600514,3.3867,0.6693,1.4916,3.761
0.605456,2.2252,0.6223,1.8938,2.987
0.610346,0.8839,0.8431,1.9396,2.292
0.615566,2.7433,-0.0103,1.6483,3.200
0.624154,1.8822,-0.2325,1.7514,2.581
0.625166,0.2525,-0.0411,1.1046,1.134
0.630334,-1.1872,0.3428,0.3919,1.296
0.635492,-1.1375,0.6394,0.0058,1.305
0.640754,-0.2906,0.2181,-0.1162,0.381
0.644613,0.2875,-0.2383,-0.1194,0.392
0.649839,0.3929,-0.3815,-0.2610,0.607
0.655034,0.3131,-0.4292,-0.4379,0.688
0.659796,-0.0252,-0.4206,-0.4543,0.620
0.664611,-0.7671,-0.3164,-0.5537,0.998
0.670888,-1.5491,-0.2527,-0.6246,1.689
0.675162,-1.9136,-0.2512,-0.5904,2.018
0.680003,-2.1980,-0.2562,-0.4894,2.266
0.687252,-2.5354,-0.1526,-0.3857,2.569
0.690111,-7.3858,0.4589,0.8762,7.452
0.694763,-7.7648,1.3098,0.4115,7.885
0.699403,-2.3420,0.6173,-1.7191,2.970
0.705327,0.2129,-0.4018,-1.4535,1.523
0.710155,0.9854,-0.6319,-1.1681,1.654
0.714355,1.4136,-0.6101,-0.7975,1.734
0.723352,1.2694,-0.6269,-0.1776,1.427
0.724708,1.3835,-0.4834,-0.2971,1.495
0.729397,0.9888,-0.3767,-0.3330,1.109
0.736450,0.6419,-0.3041,-0.2269,0.746
0.739914,0.6916,-0.2734,-0.4132,0.851
0.744332,1.0350,-0.2792,-0.3919,1.141
0.749329,1.5189,-0.3295,-0.2487,1.574
0.755289,2.0775,-0.3444,-0.2563,2.121
0.759776,2.2589,-0.3665,-0.3060,2.309
0.764173,2.4418,-0.5312,-0.4569,2.540
0.770170,2.0415,-0.5253,-0.4996,2.166
0.774607,1.5986,-0.2480,-0.3536,1.656
0.779552,1.4330,-0.1129,-0.1111,1.442
0.785615,1.2316,-0.1000,0.1476,1.244
0.789438,0.9899,-0.0365,0.1447,1.001
0.794081,0.3128,0.0640,0.0289,0.321
0.799095,-0.8624,0.2790,-0.1527,0.919
0.804414,-1.2762,0.3276,-0.2259,1.337
0.809699,-1.1460,0.1929,-0.1145,1.168
0.813925,-1.3829,0.1845,-0.0257,1.395
0.822493,-1.7957,0.2518,0.0419,1.814
0.823876,-1.5732,0.1881,0.2122,1.599
0.829699,-1.4476,0.1132,0.2556,1.474
0.834653,-1.1639,0.0126,0.3119,1.205
0.839350,-0.7196,-0.0843,0.3608,0.809
0.843719,-0.3235,-0.1924,0.2364,0.445
0.848711,0.0183,-0.2080,0.0406,0.213
0.854322,0.3033,-0.1867,-0.0803,0.365
0.858853,0.5203,-0.1390,-0.2116,0.579
0.864179,0.5448,-0.0957,-0.3462,0.653
0.869495,0.5113,-0.1076,-0.4011,0.659
0.873944,0.4251,-0.2513,-0.4001,0.636
0.878914,0.4904,-0.0340,-0.4766,0.685
0.884686,0.4716,0.1745,-0.2234,0.550
0.888541,0.4158,0.1484,0.0160,0.442
0.893869,0.3971,0.1640,0.0905,0.439
0.898506,0.4337,0.2415,-0.0267,0.497
0.904194,0.4988,0.2295,0.0147,0.549
0.908689,0.5978,0.3079,0.2042,0.703
0.913429,0.6833,0.3877,0.3879,0.876
0.918317,0.6570,0.4212,0.5795,0.972
0.923335,0.4567,0.4939,0.7308,0.993
0.928322,0.1280,0.5284,0.7816,0.952
0.937435,-0.0611,0.5232,0.6969,0.874
0.938546,-0.1134,0.5757,0.5774,0.823
0.943364,-0.2298,0.5477,0.5661,0.821
0.948237,-0.3338,0.3497,0.5330,0.720
0.954223,-0.5005,0.1736,0.4153,0.673
0.958649,-0.7135,0.1155,0.2150,0.754
0.963275,-0.9243,0.0355,0.0162,0.925
0.968306,-0.8935,-0.0660,-0.0633,0.898
0.973884,-0.7386,-0.1974,-0.0378,0.765
0.978233,-1.2546,-0.2362,-0.0771,1.279
0.983601,-1.4997,-0.3103,-0.1635,1.540
0.987965,-1.2375,-0.4637,-0.2635,1.348
0.992804,-0.7702,-0.6274,-0.2378,1.021
0.998064,-0.5650,-0.7165,-0.1702,0.928
1.002868,-0.6045,-0.7016,-0.2187,0.952
1.007712,-0.5188,-0.6299,-0.2658,0.858
1.015334,-0.3239,-0.6817,-0.1315,0.766
1.018793,-0.1488,-0.6261,-0.1112,0.653
1.023172,-0.0695,-0.4773,-0.0256,0.483
1.029800,0.0362,-0.3702,0.0096,0.372
1.033417,0.0914,-0.2891,-0.0374,0.305
1.037797,0.1802,-0.2688,0.3573,0.482
1.042724,0.2281,-0.1975,0.4866,0.573
1.047555,0.1700,-0.1091,0.5088,0.547
1.053573,0.0357,-0.0720,0.4844,0.491
1.057955,-0.0934,-0.0571,0.5339,0.545
1.062977,-0.1577,-0.0477,0.5731,0.596
1.068154,-0.1981,0.0093,0.6412,0.671
1.073222,-0.1998,-0.0167,0.6646,0.694
1.078457,-0.1416,-0.0038,0.6835,0.698
1.082999,-0.0686,-0.0014,0.6917,0.695
1.087526,0.2274,-0.6290,0.3411,0.751
1.092409,0.3039,-0.7664,0.2300,0.856
1.097453,-0.0601,-0.1675,0.5893,0.616
1.102627,-0.1736,0.0665,0.8497,0.870
1.107508,-0.0924,0.1779,0.9671,0.988
1.112313,0.0206,0.2257,0.9396,0.967
1.118018,0.1152,0.2542,0.8909,0.934
1.122970,0.2104,0.2497,0.7628,0.830
1.127657,0.2244,0.2510,0.6984,0.775
1.135651,0.1980,0.2279,0.6132,0.683
1.137488,0.1166,0.2443,0.4222,0.502
1.142208,0.0208,0.2803,0.2236,0.359
1.149126,-0.0341,0.3293,0.2011,0.387
1.152077,-0.0718,0.3451,0.2510,0.433
1.157252,-0.0900,0.3692,0.3355,0.507
1.162615,-0.0503,0.4013,0.4253,0.587
1.167823,-0.0148,0.4344,0.5727,0.719
1.172483,0.0430,0.4442,0.6875,0.820
1.177427,0.1204,0.4234,0.7805,0.896
1.182846,0.0977,0.3722,0.7970,0.885
1.186807,0.1133,0.2894,0.7469,0.809
1.192085,0.1643,0.1545,0.6816,0.718
1.198109,0.2522,-0.0424,0.6263,0.677
1.202109,0.3933,-0.2555,0.5037,0.688
1.206815,0.4146,-0.3642,0.4105,0.688
1.212035,0.3748,-0.4625,0.3896,0.711
1.217411,0.3438,-0.5347,0.3732,0.737
1.222147,0.2429,-0.5109,0.3206,0.650
1.226797,0.1686,-0.5316,0.2464,0.610
1.234131,0.0627,-0.6210,0.2488,0.672
1.237424,0.0210,-0.6486,0.1896,0.676
1.241836,-0.0355,-0.6005,0.1384,0.617
1.247442,-0.1850,-0.5741,0.1060,0.612
1.252162,-0.3270,-0.5315,0.0806,0.629
1.257398,-0.4065,-0.5625,0.0930,0.700
1.261600,-0.4789,-0.5884,0.0545,0.761
1.266648,-0.5300,-0.4182,-0.0928,0.681
1.271170,-0.6764,-0.3380,-0.1836,0.778
1.276540,-0.7125,-0.2991,-0.2273,0.805
1.281686,-0.7268,-0.2495,-0.2108,0.797
1.286660,-0.8030,-0.1182,-0.1804,0.831
1.291977,-0.8709,0.0508,-0.0894,0.877
1.297334,-0.8845,0.0241,0.0897,0.889
1.301266,-0.8450,-0.0936,0.2238,0.879
1.306297,-0.8489,0.0061,0.2369,0.881
1.311370,-0.8953,0.1492,0.2772,0.949
1.316609,-0.9356,0.1659,0.4056,1.033
1.321315,-0.9082,0.1255,0.4362,1.015
1.326533,-0.8761,0.0792,0.3961,0.965
1.331218,-0.8397,-0.0007,0.4142,0.936
1.336865,-0.7298,-0.0726,0.4470,0.859
1.341365,-0.6253,-0.0764,0.3525,0.722
1.346622,-0.5765,-0.0143,0.2609,0.633
1.350973,-0.5393,-0.0223,0.2825,0.609
1.356026,-0.4830,-0.0529,0.2990,0.570
1.361154,-0.4461,-0.0484,0.2756,0.527
1.366531,-0.4260,-0.0820,0.2514,0.501
1.371223,-0.4351,-0.0494,0.1928,0.478
1.376005,-0.4465,-0.0383,0.1177,0.463
1.381493,-0.4508,0.0109,0.0491,0.454
1.386790,-0.4669,0.0522,0.0055,0.470
1.391599,-0.4706,0.0623,-0.0077,0.475
1.397579,-0.4289,0.1281,-0.0342,0.449
1.400804,-0.3722,0.1681,-0.0088,0.408
1.406075,-0.3415,0.1969,0.0094,0.394
1.412235,-0.2937,0.2054,0.0229,0.359
1.415921,-0.2290,0.2457,0.0629,0.342
1.421257,-0.1831,0.2624,0.0887,0.332
1.426173,-0.1969,0.2713,0.1348,0.361
1.431062,-0.1866,0.2603,0.1443,0.351
1.435637,-0.2050,0.2649,0.1637,0.373
1.441558,-0.2377,0.2498,0.1593,0.380
1.448211,-0.2417,0.1830,0.1451,0.336
1.455186,-0.2345,0.1531,0.1368,0.312
1.455925,-0.2108,0.1785,0.0623,0.283
1.461013,-0.2226,0.1494,0.0616,0.275
1.464924,-0.1175,0.0850,0.0653,0.159
1.469984,-0.0707,0.0890,0.0464,0.123
1.475259,0.0145,0.1069,0.0906,0.141
1.480644,0.1238,0.1069,0.2193,0.274
1.484943,0.2448,0.0788,0.3846,0.463
1.489791,0.3604,0.0107,0.5320,0.643
1.495475,0.4103,-0.0412,0.6300,0.753
1.499930,0.4595,-0.1123,0.6846,0.832
1.504875,0.4959,-0.1555,0.7066,0.877
1.510917,0.4982,-0.2161,0.6651,0.859
1.515449,0.5143,-0.2901,0.5189,0.786
1.519719,0.4937,-0.3597,0.4316,0.748
1.525118,0.4675,-0.4324,0.2638,0.689
1.530250,0.4022,-0.4746,0.1420,0.638
1.535204,0.3319,-0.5086,0.0904,0.614
1.540060,0.2495,-0.5298,0.0337,0.587
1.547721,0.1216,-0.5257,0.0082,0.540
