time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004088,-0.3674,-0.1107,0.1540,0.413
0.004746,-0.3851,-0.0127,0.0248,0.386
0.005224,-0.3405,-0.0158,-0.1955,0.393
0.013924,-0.3686,-0.0536,-0.1645,0.407
0.014252,-0.3622,-0.0155,-0.1788,0.404
0.016746,-0.2862,0.0199,-0.2592,0.387
0.023325,-0.2420,-0.0553,-0.1990,0.318
0.026869,-0.1916,-0.0527,-0.1107,0.227
0.031548,-0.1587,-0.0006,-0.0724,0.174
0.038469,-0.1109,0.0054,-0.0289,0.115
0.041496,-0.0793,0.0007,0.0256,0.083
0.046268,-0.0470,0.0339,0.0354,0.068
0.051209,-0.0244,0.0545,-0.0239,0.064
0.056190,-0.0196,0.0490,-0.0629,0.082
0.061589,-0.0058,0.0583,-0.0740,0.094
0.066820,0.0005,0.0859,-0.0837,0.120
0.071096,-0.0293,0.0729,-0.0904,0.120
0.076382,-0.0495,0.0944,-0.0204,0.108
0.082064,-0.0615,0.0952,0.0077,0.114
0.086996,-0.0563,0.0818,0.0379,0.106
0.092554,-0.0675,0.0849,0.1214,0.163
0.096559,-0.1087,0.0428,0.0956,0.151
0.103217,-0.1335,-0.0264,0.0744,0.155
0.107367,-0.1226,-0.0412,0.0521,0.139
0.111831,-0.0998,-0.0163,0.0549,0.115
0.116707,-0.0816,-0.0229,0.0373,0.093
0.121901,-0.0682,-0.0079,0.0201,0.072
0.126272,-0.0717,0.0052,0.0460,0.085
0.131462,-0.1033,0.0384,0.0400,0.117
0.138270,-0.0871,0.0609,0.0698,0.127
0.141698,-0.1161,0.0381,0.0763,0.144
0.146367,-0.1570,0.0342,0.0494,0.168
0.151896,-0.1385,0.0502,-0.0205,0.149
0.156342,-0.1475,0.0388,-0.0837,0.174
0.161084,-0.1503,0.0216,-0.1272,0.198
0.166253,-0.1081,0.0257,-0.1315,0.172
0.173561,-0.1020,0.0179,-0.1498,0.182
0.175788,-0.0792,-0.0199,-0.1001,0.129
0.181322,-0.0820,0.0204,-0.0737,0.112
0.186156,-0.0964,0.0026,-0.0448,0.106
0.191751,-0.0888,-0.0064,-0.0229,0.092
0.196007,-0.0906,-0.0288,0.0341,0.101
0.201589,-0.1013,-0.0178,0.0417,0.111
0.206434,-0.1048,0.0137,0.0233,0.108
0.211499,-0.1136,-0.0076,0.0069,0.114
0.218922,-0.1082,-0.0344,-0.0053,0.114
0.221504,-0.1271,-0.0661,-0.0351,0.148
0.226023,-0.1248,-0.0861,-0.1083,0.186
0.230946,-0.1185,-0.1267,-0.1164,0.209
0.237273,-0.1433,-0.1453,-0.0839,0.221
0.241038,-0.1579,-0.1156,-0.0360,0.199
0.246392,-0.1838,-0.1297,0.0200,0.226
0.251254,-0.2065,-0.1187,0.0484,0.243
0.255493,-0.2314,-0.1013,0.0561,0.259
0.260466,-0.2323,-0.0515,0.0228,0.239
0.267142,-0.2339,-0.0247,-0.0047,0.235
0.272816,-0.2432,0.0079,-0.0685,0.253
0.275465,-0.2101,-0.0022,-0.1037,0.234
0.280772,-0.1703,0.0055,-0.0745,0.186
0.285923,-0.1107,-0.0186,-0.0608,0.128
0.291644,-0.0700,0.0115,-0.0244,0.075
0.295757,-0.0432,0.0238,0.0376,0.062
0.301263,-0.0107,0.0419,0.0947,0.104
0.305560,0.0271,0.0647,0.0765,0.104
0.310610,0.0475,0.0901,0.0953,0.140
0.316396,0.0558,0.0941,0.0837,0.138
0.320112,0.0706,0.0856,0.0102,0.111
0.326001,0.0722,0.0632,-0.0629,0.115
0.330586,0.0607,0.0716,-0.0888,0.129
0.336207,0.0463,0.0507,-0.1176,0.136
0.339767,0.0414,0.0265,-0.0971,0.109
0.344925,0.0010,0.0215,-0.0521,0.056
0.350250,-0.0315,0.0408,-0.0187,0.055
0.354877,-0.0705,0.0296,0.0162,0.078
0.359880,-0.1353,0.0124,0.0140,0.137
0.366247,-0.1807,-0.0153,0.0136,0.182
0.370580,-0.2068,-0.0432,0.0387,0.215
0.374890,-0.2444,-0.0114,0.0400,0.248
0.379889,-0.2987,-0.0111,0.0429,0.302
0.385213,-0.3337,-0.0109,0.0403,0.336
0.389702,-0.3592,0.0163,0.0473,0.363
0.395284,-0.3415,0.0104,0.0516,0.346
0.399979,-0.3455,0.0150,0.0570,0.350
0.405767,-0.3328,0.0009,0.0243,0.334
0.409881,-0.3160,0.0154,0.0171,0.317
0.418771,-0.2756,-0.0109,-0.0337,0.278
0.419624,-0.2673,-0.0167,-0.0377,0.270
0.424800,-0.2067,-0.0163,-0.0182,0.208
0.429784,-0.1701,-0.0005,0.0165,0.171
0.434682,-0.1286,-0.0133,0.0505,0.139
0.440149,-0.1109,-0.0144,0.0315,0.116
0.445961,-0.1131,-0.0358,0.0647,0.135
0.453269,-0.0768,-0.0973,0.1122,0.167
0.454403,-0.0834,-0.1528,0.1860,0.255
0.459832,-0.1012,-0.2007,0.1757,0.285
0.464870,-0.1842,-0.2508,0.0882,0.323
0.469400,-0.2323,-0.3602,-0.0145,0.429
0.475196,-0.3316,-0.4372,-0.0600,0.552
0.481190,-0.5742,-0.2758,-0.1552,0.656
0.484836,-0.6980,-0.3135,-0.1592,0.782
0.489213,-0.7322,-0.4762,-0.1172,0.881
0.494434,-0.8120,-0.5548,-0.1415,0.994
0.499694,-0.8499,-0.5924,-0.1023,1.041
0.504954,-0.9315,-0.6110,-0.0502,1.115
0.509346,-1.0280,-0.5761,-0.0375,1.179
0.516901,-1.1425,-0.3801,-0.1211,1.210
0.519574,-1.1411,-0.3541,-0.1807,1.208
0.524709,-1.0726,-0.4632,-0.0259,1.169
0.530666,-1.0414,-0.5203,0.0673,1.166
0.534170,-0.9988,-0.5421,0.0872,1.140
0.539380,-0.9126,-0.5535,0.0850,1.071
0.544958,-0.7884,-0.5440,0.0260,0.958
0.549877,-0.6681,-0.5087,-0.0286,0.840
0.554420,-0.5232,-0.4401,-0.0010,0.684
0.559164,-0.3006,-0.3511,-0.0003,0.462
0.564978,-0.1426,-0.2712,-0.0355,0.308
0.569148,0.0537,-0.1483,-0.0021,0.158
0.574698,0.2262,0.0377,0.0528,0.235
0.580478,0.3814,0.2678,0.1526,0.490
0.584451,0.5099,0.5128,0.2721,0.773
0.589036,0.6025,0.7324,0.3912,1.026
0.594064,0.6983,0.9510,0.5104,1.285
0.598868,0.7667,1.1430,0.6764,1.534
0.604714,0.8068,1.4339,0.7737,1.818
0.608779,0.8346,1.6208,0.7932,1.988
0.617088,0.8585,1.7965,0.7934,2.143
0.618911,0.8624,1.9490,0.8067,2.279
0.624645,0.8952,2.0253,0.8337,2.366
0.630939,0.9267,2.0492,0.8101,2.390
0.633684,0.9376,1.9940,0.7537,2.329
0.638605,0.9371,1.8918,0.7784,2.250
0.646042,0.9212,1.6824,0.7421,2.057
0.649435,0.9125,1.3777,0.7159,1.801
0.653909,0.8456,1.1117,0.6599,1.545
0.658600,0.7720,0.7730,0.6890,1.292
0.664398,0.6755,0.3654,0.6609,1.013
0.669091,0.5737,-0.0079,0.6284,0.851
0.673758,0.4233,-0.4021,0.5527,0.804
0.678859,0.2546,-0.7890,0.5336,0.986
0.684308,0.1191,-1.0966,0.4668,1.198
0.688670,-0.0625,-1.3626,0.4308,1.430
0.694012,-0.2027,-1.6833,0.3207,1.726
0.698468,-0.2687,-1.9326,0.2018,1.962
0.704011,-0.3798,-2.1064,0.1082,2.143
0.708703,-0.4770,-2.2132,0.0775,2.265
0.715655,-0.5900,-2.2881,0.0179,2.363
0.719535,-0.6109,-2.2447,-0.0260,2.326
0.723675,-0.6606,-2.1339,-0.0252,2.234
0.728546,-0.7030,-1.9483,-0.0494,2.072
0.733327,-0.6850,-1.7130,-0.0604,1.846
0.738874,-0.5965,-1.4244,-0.0463,1.545
0.744746,-0.5763,-1.0724,0.0617,1.219
0.748043,-0.5185,-0.6542,0.2103,0.861
0.752992,-0.4131,-0.1599,0.2418,0.505
0.758222,-0.4153,0.3602,0.3430,0.648
0.763562,-0.4129,0.8432,0.3583,1.005
0.768671,-0.4495,1.2423,0.3156,1.358
0.772919,-0.5044,1.6324,0.0789,1.710
0.778192,-0.4911,1.9768,-0.2881,2.057
0.783706,-0.5125,2.2590,-0.6592,2.408
0.788954,-0.5820,2.4245,-1.0566,2.708
0.793216,-0.6386,2.5054,-1.4028,2.942
0.798718,-0.7044,2.5168,-1.8045,3.176
0.803355,-0.7419,2.4280,-2.0827,3.284
0.807945,-0.7329,2.2656,-2.2193,3.255
0.814565,-0.8336,2.0637,-2.2959,3.198
0.817975,-0.9796,1.9030,-2.2770,3.125
0.823208,-1.0012,1.5635,-1.9872,2.720
0.828098,-1.0635,1.1751,-1.6515,2.289
0.832638,-1.0030,0.7972,-1.2889,1.817
0.837763,-1.0315,0.4923,-0.8958,1.452
0.843865,-1.2036,0.2466,-0.4745,1.317
0.847690,-1.3022,-0.0737,0.1249,1.310
0.852948,-1.3035,-0.4058,0.7995,1.582
0.857425,-0.9991,-0.8298,1.3275,1.857
