time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.006909,0.0072,0.1858,-0.2316,0.297
0.007721,0.0180,0.1678,-0.2152,0.273
0.008307,-0.0088,0.0851,-0.2260,0.242
0.008899,-0.0109,-0.0039,-0.2163,0.217
0.022060,-0.0193,-0.0871,-0.2045,0.223
0.022853,-0.0627,-0.1388,-0.1712,0.229
0.023347,-0.0621,-0.1860,-0.1105,0.225
0.028468,-0.0917,-0.1936,-0.0861,0.231
0.035451,-0.1280,-0.1672,-0.0543,0.218
0.038074,-0.1402,-0.1554,-0.0061,0.209
0.043274,-0.1519,-0.1329,0.0217,0.203
0.058951,-0.1802,-0.0815,0.0383,0.201
0.059501,-0.1728,-0.0659,0.0344,0.188
0.059936,-0.1990,-0.0687,0.0669,0.221
0.065420,-0.1889,-0.0500,0.0797,0.211
0.068554,-0.1619,-0.0306,0.0769,0.182
0.073147,-0.1686,0.0036,0.0646,0.181
0.078510,-0.1420,-0.0038,0.0360,0.147
0.083785,-0.1301,0.0038,0.0357,0.135
0.088258,-0.1134,0.0275,0.0281,0.120
0.093408,-0.1208,0.0564,0.0355,0.138
0.101627,-0.1187,0.0544,0.0013,0.131
0.103598,-0.1146,0.0335,-0.0110,0.120
0.108288,-0.1225,0.0121,-0.0197,0.125
0.125686,-0.1065,0.0044,0.0086,0.107
0.126571,-0.1309,-0.0101,0.0329,0.135
0.127206,-0.1429,0.0005,-0.0190,0.144
0.128798,-0.1103,-0.0042,-0.0348,0.116
0.133717,-0.1044,-0.0038,-0.0123,0.105
0.137853,-0.1270,0.0062,-0.0368,0.132
0.142999,-0.1236,0.0275,-0.0356,0.132
0.147766,-0.0892,0.0184,-0.0511,0.104
0.152858,-0.0932,-0.0041,-0.0604,0.111
0.157958,-0.1115,-0.0099,-0.0792,0.137
0.162948,-0.0963,0.0018,-0.1092,0.146
0.167923,-0.1079,0.0005,-0.1422,0.178
0.172756,-0.0885,0.0046,-0.1162,0.146
0.179677,-0.1261,-0.0275,-0.1411,0.191
0.184798,-0.1541,-0.0350,-0.1269,0.203
0.187961,-0.1168,-0.0128,-0.1199,0.168
0.192950,-0.1132,-0.0050,-0.1162,0.162
0.197553,-0.1166,-0.0168,-0.1250,0.172
0.202675,-0.1008,-0.0326,-0.1313,0.169
0.207838,-0.1137,-0.0258,-0.1327,0.177
0.217317,-0.0715,0.0045,-0.1515,0.168
0.219799,-0.0441,0.0074,-0.1521,0.159
0.222577,-0.0359,0.0051,-0.1458,0.150
0.241101,-0.0107,-0.0022,-0.1836,0.184
0.241867,-0.0196,0.0002,-0.1732,0.174
0.242645,-0.0114,0.0263,-0.1763,0.179
0.243228,-0.0393,0.0091,-0.1989,0.203
0.248295,-0.0624,0.0080,-0.2136,0.223
0.252401,-0.1166,0.0673,-0.2115,0.251
0.257077,-0.1444,0.0722,-0.2090,0.264
0.267089,-0.1432,0.0772,-0.1813,0.244
0.267666,-0.1463,0.0773,-0.1852,0.248
0.272142,-0.1757,0.0926,-0.1507,0.249
0.277831,-0.1925,0.1407,-0.1455,0.279
0.282496,-0.1594,0.1014,-0.1333,0.231
0.287408,-0.1427,0.1370,-0.0921,0.218
0.292105,-0.1306,0.1142,-0.0699,0.187
0.299426,-0.1279,0.1007,-0.0531,0.171
0.302492,-0.0987,0.0807,-0.0241,0.130
0.307365,-0.1051,0.0810,-0.0007,0.133
0.321078,-0.0947,0.0662,-0.0067,0.116
0.321846,-0.1158,0.0307,-0.0178,0.121
0.322459,-0.1346,-0.0093,-0.0077,0.135
0.327223,-0.1532,-0.0317,-0.0070,0.157
0.331589,-0.1742,-0.0425,-0.0197,0.180
0.336996,-0.1765,-0.0427,0.0176,0.182
0.342433,-0.1998,-0.0333,0.0172,0.203
0.348396,-0.2162,-0.0411,-0.0087,0.220
