time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.009384,-0.1063,-0.2029,-0.3670,0.433
0.010623,-0.1340,-0.1729,-0.1167,0.248
0.011592,-0.1779,-0.1581,0.0764,0.250
0.012454,-0.1872,-0.1188,0.1915,0.293
0.013177,-0.2010,-0.0593,0.2608,0.335
0.013977,-0.1750,-0.0002,0.2735,0.325
0.014716,-0.1618,0.0300,0.2665,0.313
0.015561,-0.1639,0.0340,0.1833,0.248
0.016125,-0.1354,0.0569,0.1027,0.179
0.021660,-0.0740,0.0490,0.0298,0.094
0.034904,-0.0394,0.0779,-0.0474,0.099
0.035718,-0.0483,0.0949,-0.1059,0.150
0.036321,-0.0659,0.0626,-0.1245,0.154
0.051761,-0.0716,0.0380,-0.1164,0.142
0.052662,-0.0959,0.0470,-0.1191,0.160
0.053271,-0.1151,0.0196,-0.0844,0.144
0.055857,-0.1234,0.0378,-0.0745,0.149
0.061294,-0.1362,0.0161,0.0018,0.137
0.066113,-0.1562,-0.0226,-0.0166,0.159
0.071016,-0.1452,-0.0146,-0.0247,0.148
0.076664,-0.1228,-0.0482,-0.0099,0.132
0.080693,-0.1290,-0.0431,-0.0219,0.138
0.085879,-0.1139,-0.0409,-0.0402,0.128
0.091136,-0.0874,-0.0559,-0.0569,0.118
0.095935,-0.0808,-0.0196,-0.0742,0.111
0.100881,-0.0988,0.0060,-0.0685,0.120
0.106313,-0.0972,0.0124,-0.0546,0.112
0.114036,-0.0927,0.0182,-0.0467,0.105
0.116007,-0.0976,0.0353,-0.0298,0.108
0.120767,-0.0901,0.0556,-0.0190,0.108
0.129370,-0.1231,0.0477,-0.0183,0.133
0.130529,-0.1223,0.0287,-0.0207,0.127
0.135607,-0.1217,0.0399,-0.0322,0.132
0.142581,-0.1189,0.0768,-0.0142,0.142
0.145480,-0.1016,0.0484,-0.0306,0.117
0.150718,-0.0993,0.0393,-0.0474,0.117
0.155844,-0.0951,0.0191,-0.0629,0.116
0.160755,-0.1200,0.0175,-0.0652,0.138
0.165743,-0.1088,-0.0197,-0.0730,0.132
